PERFUME_ID,SEASON,ratio,LOAD_DT
9752,Summer,20.29,2026-01-20 08:39:39
9756,Spring,38.0,2026-01-20 08:39:39
9756,Summer,30.0,2026-01-20 08:39:39
9756,Fall,26.0,2026-01-20 08:39:39
9759,Spring,30.77,2026-01-20 08:39:39
9759,Fall,25.64,2026-01-20 08:39:39
9759,Summer,23.08,2026-01-20 08:39:39
9759,Winter,20.51,2026-01-20 08:39:39
9760,Spring,35.09,2026-01-20 08:39:39
9760,Summer,33.33,2026-01-20 08:39:39
9760,Fall,22.81,2026-01-20 08:39:39
9764,Summer,45.0,2026-01-20 08:39:39
9764,Spring,32.5,2026-01-20 08:39:39
9766,Spring,35.85,2026-01-20 08:39:39
9766,Fall,30.19,2026-01-20 08:39:39
9766,Summer,22.64,2026-01-20 08:39:39
9771,Spring,32.69,2026-01-20 08:39:39
9771,Summer,26.92,2026-01-20 08:39:39
9771,Fall,25.0,2026-01-20 08:39:39
9772,Summer,40.54,2026-01-20 08:39:39
9772,Spring,37.84,2026-01-20 08:39:39
9783,Spring,43.14,2026-01-20 08:39:39
9783,Summer,39.22,2026-01-20 08:39:39
9788,Winter,52.38,2026-01-20 08:39:39
9788,Fall,42.86,2026-01-20 08:39:39
9795,Fall,36.67,2026-01-20 08:39:39
9795,Winter,23.33,2026-01-20 08:39:39
9795,Summer,20.0,2026-01-20 08:39:39
9795,Spring,20.0,2026-01-20 08:39:39
9807,Spring,41.67,2026-01-20 08:39:39
9807,Summer,39.58,2026-01-20 08:39:39
9811,Spring,39.02,2026-01-20 08:39:39
9811,Summer,29.27,2026-01-20 08:39:39
9824,Summer,37.5,2026-01-20 08:39:39
9824,Spring,34.38,2026-01-20 08:39:39
9827,Spring,29.55,2026-01-20 08:39:39
9827,Fall,27.27,2026-01-20 08:39:39
9827,Winter,25.0,2026-01-20 08:39:39
9828,Summer,41.3,2026-01-20 08:39:39
9828,Spring,39.13,2026-01-20 08:39:39
9832,Spring,36.59,2026-01-20 08:39:39
9832,Summer,29.27,2026-01-20 08:39:39
9832,Fall,24.39,2026-01-20 08:39:39
9836,Summer,50.0,2026-01-20 08:39:39
9836,Spring,36.67,2026-01-20 08:39:39
9839,Spring,48.57,2026-01-20 08:39:39
9839,Summer,34.29,2026-01-20 08:39:39
9843,Spring,43.24,2026-01-20 08:39:39
9843,Summer,40.54,2026-01-20 08:39:39
9848,Fall,29.27,2026-01-20 08:39:39
9848,Spring,26.83,2026-01-20 08:39:39
9848,Summer,24.39,2026-01-20 08:39:39
9851,Spring,37.5,2026-01-20 08:39:39
9851,Summer,30.0,2026-01-20 08:39:39
9851,Fall,22.5,2026-01-20 08:39:39
9892,Spring,42.11,2026-01-20 08:39:39
9892,Summer,39.47,2026-01-20 08:39:39
9899,Summer,50.0,2026-01-20 08:39:39
9899,Spring,41.67,2026-01-20 08:39:39
9908,Summer,53.57,2026-01-20 08:39:39
9908,Spring,46.43,2026-01-20 08:39:39
9945,Fall,33.33,2026-01-20 08:39:39
9945,Spring,30.3,2026-01-20 08:39:39
9945,Winter,21.21,2026-01-20 08:39:39
9993,Summer,40.43,2026-01-20 08:39:39
9993,Spring,39.55,2026-01-20 08:39:39
9998,Spring,31.03,2026-01-20 08:39:39
9998,Fall,26.45,2026-01-20 08:39:39
9998,Summer,24.2,2026-01-20 08:39:39
10002,Spring,42.02,2026-01-20 08:39:39
10002,Summer,41.74,2026-01-20 08:39:39
10005,Fall,32.08,2026-01-20 08:39:39
10005,Winter,26.22,2026-01-20 08:39:39
10005,Spring,26.12,2026-01-20 08:39:39
10013,Spring,31.21,2026-01-20 08:39:39
10013,Fall,27.3,2026-01-20 08:39:39
10013,Summer,24.11,2026-01-20 08:39:39
10017,Fall,36.24,2026-01-20 08:39:39
10017,Winter,32.67,2026-01-20 08:39:39
10017,Spring,22.88,2026-01-20 08:39:39
10022,Fall,32.09,2026-01-20 08:39:39
10022,Spring,29.25,2026-01-20 08:39:39
10022,Winter,20.9,2026-01-20 08:39:39
10026,Fall,33.03,2026-01-20 08:39:39
10026,Spring,28.78,2026-01-20 08:39:39
10026,Winter,21.4,2026-01-20 08:39:39
10029,Spring,35.98,2026-01-20 08:39:39
10029,Summer,33.11,2026-01-20 08:39:39
10029,Fall,20.53,2026-01-20 08:39:39
10033,Fall,35.93,2026-01-20 08:39:39
10033,Winter,30.39,2026-01-20 08:39:39
10033,Spring,23.82,2026-01-20 08:39:39
10037,Spring,37.47,2026-01-20 08:39:39
10037,Summer,32.99,2026-01-20 08:39:39
10037,Fall,20.37,2026-01-20 08:39:39
10042,Fall,36.4,2026-01-20 08:39:39
10042,Spring,26.45,2026-01-20 08:39:39
10042,Winter,26.27,2026-01-20 08:39:39
10045,Spring,38.18,2026-01-20 08:39:39
10045,Summer,37.93,2026-01-20 08:39:39
10049,Spring,32.3,2026-01-20 08:39:39
10049,Fall,30.12,2026-01-20 08:39:39
10049,Winter,20.5,2026-01-20 08:39:39
10053,Spring,40.0,2026-01-20 08:39:39
10053,Summer,37.1,2026-01-20 08:39:39
10057,Spring,39.04,2026-01-20 08:39:39
10057,Summer,31.51,2026-01-20 08:39:39
10057,Fall,20.89,2026-01-20 08:39:39
10061,Spring,37.12,2026-01-20 08:39:39
10061,Summer,33.13,2026-01-20 08:39:39
10061,Fall,21.78,2026-01-20 08:39:39
10065,Fall,38.7,2026-01-20 08:39:39
10065,Winter,35.59,2026-01-20 08:39:39
10067,Fall,34.6,2026-01-20 08:39:39
10067,Winter,31.11,2026-01-20 08:39:39
10067,Spring,21.43,2026-01-20 08:39:39
10069,Summer,44.78,2026-01-20 08:39:39
10069,Spring,37.39,2026-01-20 08:39:39
10072,Summer,47.91,2026-01-20 08:39:39
10072,Spring,41.44,2026-01-20 08:39:39
10073,Winter,36.87,2026-01-20 08:39:39
10073,Fall,35.86,2026-01-20 08:39:39
10076,Summer,40.67,2026-01-20 08:39:39
10076,Spring,40.67,2026-01-20 08:39:39
10077,Spring,36.05,2026-01-20 08:39:39
10077,Summer,31.29,2026-01-20 08:39:39
10077,Fall,24.49,2026-01-20 08:39:39
10080,Spring,30.87,2026-01-20 08:39:39
10080,Fall,26.96,2026-01-20 08:39:39
10080,Winter,21.3,2026-01-20 08:39:39
10080,Summer,20.87,2026-01-20 08:39:39
10081,Spring,37.78,2026-01-20 08:39:39
10081,Summer,30.37,2026-01-20 08:39:39
10081,Fall,21.85,2026-01-20 08:39:39
10084,Spring,29.14,2026-01-20 08:39:39
10084,Fall,27.15,2026-01-20 08:39:39
10084,Summer,25.17,2026-01-20 08:39:39
10085,Spring,38.29,2026-01-20 08:39:39
10085,Summer,30.11,2026-01-20 08:39:39
10085,Fall,24.16,2026-01-20 08:39:39
10088,Summer,49.71,2026-01-20 08:39:39
10088,Spring,40.0,2026-01-20 08:39:39
10089,Winter,37.1,2026-01-20 08:39:39
10089,Fall,36.29,2026-01-20 08:39:39
10093,Spring,33.33,2026-01-20 08:39:39
10093,Fall,25.29,2026-01-20 08:39:39
10093,Summer,24.14,2026-01-20 08:39:39
10096,Summer,44.5,2026-01-20 08:39:39
10096,Spring,36.36,2026-01-20 08:39:39
10097,Spring,42.42,2026-01-20 08:39:39
10097,Summer,39.39,2026-01-20 08:39:39
10100,Spring,42.86,2026-01-20 08:39:39
10100,Summer,36.26,2026-01-20 08:39:39
10102,Fall,32.93,2026-01-20 08:39:39
10102,Winter,25.61,2026-01-20 08:39:39
10102,Spring,21.95,2026-01-20 08:39:39
10106,Spring,39.29,2026-01-20 08:39:39
10106,Summer,37.5,2026-01-20 08:39:39
10108,Fall,37.61,2026-01-20 08:39:39
10108,Winter,34.96,2026-01-20 08:39:39
10108,Spring,21.24,2026-01-20 08:39:39
10110,Fall,29.41,2026-01-20 08:39:39
10110,Winter,26.47,2026-01-20 08:39:39
10110,Spring,26.47,2026-01-20 08:39:39
10112,Summer,40.2,2026-01-20 08:39:39
10112,Spring,38.73,2026-01-20 08:39:39
10114,Fall,41.67,2026-01-20 08:39:39
10114,Winter,36.11,2026-01-20 08:39:39
10116,Spring,37.0,2026-01-20 08:39:39
10116,Summer,35.5,2026-01-20 08:39:39
10120,Spring,31.32,2026-01-20 08:39:39
10120,Fall,26.92,2026-01-20 08:39:39
10120,Summer,25.82,2026-01-20 08:39:39
10125,Spring,42.78,2026-01-20 08:39:39
10125,Summer,35.56,2026-01-20 08:39:39
10129,Spring,43.31,2026-01-20 08:39:39
10129,Summer,35.67,2026-01-20 08:39:39
10133,Fall,36.57,2026-01-20 08:39:39
10133,Winter,30.29,2026-01-20 08:39:39
10133,Spring,21.14,2026-01-20 08:39:39
10137,Spring,33.71,2026-01-20 08:39:39
10137,Fall,31.43,2026-01-20 08:39:39
10137,Summer,22.29,2026-01-20 08:39:39
10141,Fall,41.3,2026-01-20 08:39:39
10141,Winter,39.13,2026-01-20 08:39:39
10145,Fall,37.61,2026-01-20 08:39:39
10145,Winter,34.86,2026-01-20 08:39:39
10234,Summer,42.37,2026-01-20 08:39:39
10234,Spring,41.53,2026-01-20 08:39:39
10238,Spring,38.89,2026-01-20 08:39:39
10238,Summer,37.96,2026-01-20 08:39:39
10242,Fall,35.54,2026-01-20 08:39:39
10242,Winter,27.27,2026-01-20 08:39:39
10242,Spring,22.31,2026-01-20 08:39:39
10246,Fall,40.95,2026-01-20 08:39:39
10246,Winter,36.19,2026-01-20 08:39:39
10254,Fall,30.59,2026-01-20 08:39:39
10254,Spring,30.59,2026-01-20 08:39:39
10254,Summer,21.18,2026-01-20 08:39:39
10258,Summer,31.19,2026-01-20 08:39:39
10258,Spring,31.19,2026-01-20 08:39:39
10258,Fall,24.77,2026-01-20 08:39:39
10262,Fall,36.89,2026-01-20 08:39:39
10262,Winter,26.21,2026-01-20 08:39:39
10262,Spring,23.3,2026-01-20 08:39:39
10266,Spring,33.33,2026-01-20 08:39:39
10266,Fall,30.77,2026-01-20 08:39:39
10270,Spring,29.76,2026-01-20 08:39:39
10270,Summer,28.57,2026-01-20 08:39:39
10270,Fall,23.81,2026-01-20 08:39:39
10274,Winter,35.29,2026-01-20 08:39:39
10274,Fall,35.29,2026-01-20 08:39:39
10274,Spring,22.35,2026-01-20 08:39:39
10279,Fall,35.06,2026-01-20 08:39:39
10279,Winter,32.47,2026-01-20 08:39:39
10279,Spring,22.08,2026-01-20 08:39:39
10284,Spring,37.21,2026-01-20 08:39:39
10284,Summer,32.56,2026-01-20 08:39:39
10284,Fall,20.93,2026-01-20 08:39:39
10288,Summer,42.68,2026-01-20 08:39:39
10288,Spring,42.68,2026-01-20 08:39:39
10292,Spring,33.96,2026-01-20 08:39:39
10292,Fall,26.42,2026-01-20 08:39:39
10292,Summer,22.64,2026-01-20 08:39:39
10295,Fall,33.62,2026-01-20 08:39:39
10295,Winter,31.14,2026-01-20 08:39:39
10295,Spring,23.5,2026-01-20 08:39:39
10296,Spring,40.0,2026-01-20 08:39:39
10296,Summer,34.55,2026-01-20 08:39:39
10296,Fall,20.0,2026-01-20 08:39:39
10299,Spring,36.2,2026-01-20 08:39:39
10299,Summer,29.43,2026-01-20 08:39:39
10299,Fall,21.35,2026-01-20 08:39:39
10300,Summer,32.84,2026-01-20 08:39:39
10300,Spring,31.34,2026-01-20 08:39:39
10300,Fall,23.88,2026-01-20 08:39:39
10303,Spring,30.16,2026-01-20 08:39:39
10303,Fall,28.57,2026-01-20 08:39:39
10303,Summer,23.81,2026-01-20 08:39:39
10304,Fall,38.89,2026-01-20 08:39:39
10304,Winter,36.64,2026-01-20 08:39:39
10305,Fall,31.88,2026-01-20 08:39:39
10305,Spring,31.88,2026-01-20 08:39:39
10305,Winter,21.01,2026-01-20 08:39:39
10307,Spring,27.59,2026-01-20 08:39:39
10307,Winter,25.86,2026-01-20 08:39:39
10307,Fall,24.14,2026-01-20 08:39:39
10307,Summer,22.41,2026-01-20 08:39:39
10308,Fall,33.0,2026-01-20 08:39:39
10308,Winter,28.57,2026-01-20 08:39:39
10308,Spring,25.0,2026-01-20 08:39:39
10309,Summer,39.77,2026-01-20 08:39:39
10309,Spring,38.64,2026-01-20 08:39:39
10311,Spring,39.34,2026-01-20 08:39:39
10311,Summer,37.7,2026-01-20 08:39:39
10312,Fall,36.13,2026-01-20 08:39:39
10312,Winter,35.08,2026-01-20 08:39:39
10312,Spring,20.59,2026-01-20 08:39:39
10316,Fall,33.87,2026-01-20 08:39:39
10316,Winter,30.47,2026-01-20 08:39:39
10316,Spring,23.12,2026-01-20 08:39:39
10317,Spring,39.53,2026-01-20 08:39:39
10317,Summer,25.58,2026-01-20 08:39:39
10317,Fall,24.42,2026-01-20 08:39:39
10320,Fall,33.61,2026-01-20 08:39:39
10320,Winter,29.22,2026-01-20 08:39:39
10320,Spring,23.99,2026-01-20 08:39:39
10321,Spring,41.67,2026-01-20 08:39:39
10321,Summer,34.72,2026-01-20 08:39:39
10324,Winter,43.88,2026-01-20 08:39:39
10324,Fall,40.18,2026-01-20 08:39:39
10325,Spring,37.1,2026-01-20 08:39:39
10325,Summer,30.65,2026-01-20 08:39:39
10325,Fall,20.97,2026-01-20 08:39:39
10328,Fall,32.76,2026-01-20 08:39:39
10328,Spring,26.94,2026-01-20 08:39:39
10328,Winter,23.06,2026-01-20 08:39:39
10329,Spring,38.46,2026-01-20 08:39:39
10329,Summer,30.77,2026-01-20 08:39:39
10329,Fall,21.15,2026-01-20 08:39:39
10332,Spring,39.56,2026-01-20 08:39:39
10332,Summer,32.21,2026-01-20 08:39:39
10333,Spring,46.0,2026-01-20 08:39:39
10333,Summer,40.0,2026-01-20 08:39:39
10336,Fall,36.43,2026-01-20 08:39:39
10336,Winter,31.41,2026-01-20 08:39:39
10336,Spring,21.86,2026-01-20 08:39:39
10337,Spring,37.29,2026-01-20 08:39:39
10337,Fall,28.81,2026-01-20 08:39:39
10340,Spring,32.59,2026-01-20 08:39:39
10340,Fall,28.79,2026-01-20 08:39:39
10341,Spring,41.86,2026-01-20 08:39:39
10341,Summer,37.21,2026-01-20 08:39:39
10341,Fall,20.93,2026-01-20 08:39:39
10344,Fall,37.11,2026-01-20 08:39:39
10344,Winter,33.68,2026-01-20 08:39:39
10344,Spring,21.05,2026-01-20 08:39:39
10345,Spring,50.0,2026-01-20 08:39:39
10345,Summer,39.29,2026-01-20 08:39:39
10348,Spring,31.8,2026-01-20 08:39:39
10348,Summer,30.58,2026-01-20 08:39:39
10348,Fall,22.94,2026-01-20 08:39:39
10352,Spring,38.3,2026-01-20 08:39:39
10352,Summer,29.53,2026-01-20 08:39:39
10352,Fall,22.81,2026-01-20 08:39:39
10356,Fall,33.33,2026-01-20 08:39:39
10356,Winter,28.57,2026-01-20 08:39:39
10356,Spring,26.98,2026-01-20 08:39:39
10360,Spring,35.22,2026-01-20 08:39:39
10360,Summer,29.24,2026-01-20 08:39:39
10360,Fall,22.59,2026-01-20 08:39:39
10364,Summer,44.52,2026-01-20 08:39:39
10364,Spring,39.53,2026-01-20 08:39:39
10368,Spring,31.06,2026-01-20 08:39:39
10368,Fall,29.69,2026-01-20 08:39:39
10368,Winter,20.48,2026-01-20 08:39:39
10373,Spring,34.98,2026-01-20 08:39:39
10373,Fall,27.38,2026-01-20 08:39:39
10373,Summer,22.43,2026-01-20 08:39:39
10376,Summer,38.35,2026-01-20 08:39:39
10376,Spring,35.92,2026-01-20 08:39:39
10384,Summer,42.56,2026-01-20 08:39:39
10384,Spring,40.51,2026-01-20 08:39:39
10388,Fall,39.44,2026-01-20 08:39:39
10388,Winter,32.39,2026-01-20 08:39:39
10399,Fall,35.9,2026-01-20 08:39:39
10399,Spring,33.33,2026-01-20 08:39:39
10400,Summer,31.73,2026-01-20 08:39:39
10400,Spring,31.25,2026-01-20 08:39:39
10400,Fall,24.52,2026-01-20 08:39:39
10403,Spring,35.48,2026-01-20 08:39:39
10403,Fall,25.81,2026-01-20 08:39:39
10403,Summer,25.81,2026-01-20 08:39:39
10404,Spring,32.7,2026-01-20 08:39:39
10404,Fall,28.91,2026-01-20 08:39:39
10410,Fall,30.99,2026-01-20 08:39:39
10410,Winter,26.9,2026-01-20 08:39:39
10410,Spring,24.56,2026-01-20 08:39:39
10414,Fall,30.05,2026-01-20 08:39:39
10414,Spring,29.02,2026-01-20 08:39:39
10414,Winter,25.39,2026-01-20 08:39:39
10418,Fall,37.5,2026-01-20 08:39:39
10418,Winter,32.5,2026-01-20 08:39:39
10418,Spring,21.0,2026-01-20 08:39:39
10422,Winter,37.74,2026-01-20 08:39:39
10422,Fall,37.11,2026-01-20 08:39:39
10431,Summer,45.29,2026-01-20 08:39:39
10431,Spring,40.0,2026-01-20 08:39:39
10434,Fall,32.57,2026-01-20 08:39:39
10434,Winter,32.0,2026-01-20 08:39:39
10434,Spring,26.29,2026-01-20 08:39:39
10438,Fall,40.79,2026-01-20 08:39:39
10438,Winter,38.82,2026-01-20 08:39:39
10442,Fall,37.93,2026-01-20 08:39:39
10442,Winter,34.48,2026-01-20 08:39:39
10446,Spring,37.96,2026-01-20 08:39:39
10446,Fall,27.01,2026-01-20 08:39:39
10450,Fall,35.34,2026-01-20 08:39:39
10450,Winter,31.58,2026-01-20 08:39:39
10450,Spring,21.8,2026-01-20 08:39:39
10458,Spring,32.19,2026-01-20 08:39:39
10458,Fall,26.71,2026-01-20 08:39:39
10458,Summer,21.92,2026-01-20 08:39:39
10462,Fall,38.51,2026-01-20 08:39:39
10462,Winter,35.81,2026-01-20 08:39:39
10464,Summer,41.19,2026-01-20 08:39:39
10464,Spring,39.34,2026-01-20 08:39:39
10466,Fall,36.07,2026-01-20 08:39:39
10466,Winter,34.43,2026-01-20 08:39:39
10466,Spring,22.95,2026-01-20 08:39:39
10469,Winter,40.29,2026-01-20 08:39:39
10469,Fall,40.08,2026-01-20 08:39:39
10470,Spring,33.9,2026-01-20 08:39:39
10470,Fall,25.42,2026-01-20 08:39:39
10470,Summer,22.03,2026-01-20 08:39:39
10473,Winter,42.7,2026-01-20 08:39:39
10473,Fall,42.7,2026-01-20 08:39:39
10474,Summer,50.39,2026-01-20 08:39:39
10474,Spring,38.85,2026-01-20 08:39:39
10476,Fall,40.83,2026-01-20 08:39:39
10476,Winter,40.52,2026-01-20 08:39:39
10477,Fall,37.7,2026-01-20 08:39:39
10477,Winter,33.61,2026-01-20 08:39:39
10478,Fall,38.28,2026-01-20 08:39:39
10478,Winter,35.73,2026-01-20 08:39:39
10480,Summer,47.95,2026-01-20 08:39:39
10480,Spring,37.43,2026-01-20 08:39:39
10481,Fall,35.61,2026-01-20 08:39:39
10481,Winter,32.58,2026-01-20 08:39:39
10481,Spring,22.73,2026-01-20 08:39:39
10482,Fall,34.39,2026-01-20 08:39:39
10482,Winter,31.48,2026-01-20 08:39:39
10482,Spring,20.11,2026-01-20 08:39:39
10484,Summer,38.07,2026-01-20 08:39:39
10484,Spring,36.54,2026-01-20 08:39:39
10485,Spring,31.88,2026-01-20 08:39:39
10485,Fall,28.99,2026-01-20 08:39:39
10485,Winter,24.64,2026-01-20 08:39:39
10486,Summer,43.03,2026-01-20 08:39:39
10486,Spring,35.61,2026-01-20 08:39:39
10488,Spring,38.11,2026-01-20 08:39:39
10488,Summer,35.54,2026-01-20 08:39:39
10489,Spring,33.8,2026-01-20 08:39:39
10489,Fall,27.46,2026-01-20 08:39:39
10489,Summer,23.94,2026-01-20 08:39:39
10490,Spring,43.1,2026-01-20 08:39:39
10490,Summer,40.0,2026-01-20 08:39:39
10492,Spring,38.32,2026-01-20 08:39:39
10492,Summer,33.64,2026-01-20 08:39:39
10493,Summer,41.44,2026-01-20 08:39:39
10493,Spring,37.72,2026-01-20 08:39:39
10494,Spring,32.18,2026-01-20 08:39:39
10494,Summer,28.71,2026-01-20 08:39:39
10494,Fall,25.24,2026-01-20 08:39:39
10496,Fall,31.92,2026-01-20 08:39:39
10496,Spring,31.67,2026-01-20 08:39:39
10496,Summer,21.7,2026-01-20 08:39:39
10497,Fall,37.89,2026-01-20 08:39:39
10497,Winter,27.02,2026-01-20 08:39:39
10497,Spring,20.5,2026-01-20 08:39:39
10498,Fall,31.94,2026-01-20 08:39:39
10498,Spring,30.56,2026-01-20 08:39:39
10500,Fall,36.85,2026-01-20 08:39:39
10500,Winter,31.67,2026-01-20 08:39:39
10500,Spring,21.71,2026-01-20 08:39:39
10501,Fall,31.23,2026-01-20 08:39:39
10501,Winter,24.29,2026-01-20 08:39:39
10501,Spring,24.29,2026-01-20 08:39:39
10501,Summer,20.19,2026-01-20 08:39:39
10502,Winter,42.11,2026-01-20 08:39:39
10502,Fall,40.0,2026-01-20 08:39:39
10504,Fall,32.18,2026-01-20 08:39:39
10504,Spring,28.74,2026-01-20 08:39:39
10504,Summer,21.84,2026-01-20 08:39:39
10505,Spring,34.43,2026-01-20 08:39:39
10505,Summer,29.18,2026-01-20 08:39:39
10505,Fall,24.26,2026-01-20 08:39:39
10506,Fall,36.45,2026-01-20 08:39:39
10506,Winter,33.64,2026-01-20 08:39:39
10508,Spring,29.57,2026-01-20 08:39:39
10508,Fall,26.09,2026-01-20 08:39:39
10508,Summer,22.61,2026-01-20 08:39:39
10508,Winter,21.74,2026-01-20 08:39:39
10509,Fall,34.35,2026-01-20 08:39:39
10509,Winter,33.33,2026-01-20 08:39:39
10509,Spring,21.77,2026-01-20 08:39:39
10510,Summer,51.89,2026-01-20 08:39:39
10510,Spring,38.49,2026-01-20 08:39:39
10512,Winter,34.57,2026-01-20 08:39:39
10512,Fall,34.57,2026-01-20 08:39:39
10514,Spring,39.1,2026-01-20 08:39:39
10514,Summer,37.5,2026-01-20 08:39:39
10515,Fall,30.58,2026-01-20 08:39:39
10515,Spring,30.58,2026-01-20 08:39:39
10515,Winter,24.05,2026-01-20 08:39:39
10517,Fall,39.78,2026-01-20 08:39:39
10517,Winter,37.63,2026-01-20 08:39:39
10519,Summer,44.86,2026-01-20 08:39:39
10519,Spring,40.19,2026-01-20 08:39:39
10520,Summer,50.0,2026-01-20 08:39:39
10520,Spring,42.11,2026-01-20 08:39:39
10521,Spring,44.82,2026-01-20 08:39:39
10521,Summer,43.7,2026-01-20 08:39:39
10522,Fall,37.8,2026-01-20 08:39:39
10522,Spring,27.27,2026-01-20 08:39:39
10522,Winter,25.84,2026-01-20 08:39:39
10525,Spring,37.57,2026-01-20 08:39:39
10525,Summer,33.6,2026-01-20 08:39:39
10526,Spring,33.93,2026-01-20 08:39:39
10526,Fall,28.57,2026-01-20 08:39:39
10526,Summer,23.66,2026-01-20 08:39:39
10528,Summer,43.61,2026-01-20 08:39:39
10528,Spring,40.98,2026-01-20 08:39:39
10529,Winter,35.87,2026-01-20 08:39:39
10529,Fall,34.78,2026-01-20 08:39:39
10529,Spring,20.65,2026-01-20 08:39:39
10530,Fall,37.27,2026-01-20 08:39:39
10530,Winter,35.91,2026-01-20 08:39:39
10532,Fall,29.05,2026-01-20 08:39:39
10532,Spring,26.19,2026-01-20 08:39:39
10532,Winter,23.33,2026-01-20 08:39:39
10532,Summer,21.43,2026-01-20 08:39:39
10533,Spring,29.93,2026-01-20 08:39:39
10533,Fall,27.96,2026-01-20 08:39:39
10533,Summer,25.0,2026-01-20 08:39:39
10535,Winter,39.66,2026-01-20 08:39:39
10535,Fall,37.93,2026-01-20 08:39:39
10535,Spring,22.41,2026-01-20 08:39:39
10536,Spring,33.33,2026-01-20 08:39:39
10536,Summer,30.3,2026-01-20 08:39:39
10536,Fall,24.24,2026-01-20 08:39:39
10537,Spring,31.3,2026-01-20 08:39:39
10537,Fall,29.39,2026-01-20 08:39:39
10537,Summer,24.05,2026-01-20 08:39:39
10539,Fall,37.35,2026-01-20 08:39:39
10539,Winter,32.53,2026-01-20 08:39:39
10539,Spring,24.1,2026-01-20 08:39:39
10540,Spring,31.44,2026-01-20 08:39:39
10540,Summer,24.75,2026-01-20 08:39:39
10540,Fall,23.02,2026-01-20 08:39:39
10540,Winter,20.79,2026-01-20 08:39:39
10542,Spring,44.08,2026-01-20 08:39:39
10542,Summer,42.18,2026-01-20 08:39:39
10543,Spring,31.25,2026-01-20 08:39:39
10543,Summer,26.56,2026-01-20 08:39:39
10543,Fall,23.44,2026-01-20 08:39:39
10544,Fall,34.44,2026-01-20 08:39:39
10544,Spring,28.89,2026-01-20 08:39:39
10544,Winter,21.48,2026-01-20 08:39:39
10547,Spring,36.76,2026-01-20 08:39:39
10547,Fall,26.47,2026-01-20 08:39:39
10547,Summer,23.53,2026-01-20 08:39:39
10549,Summer,37.31,2026-01-20 08:39:39
10549,Spring,36.7,2026-01-20 08:39:39
10551,Fall,31.76,2026-01-20 08:39:39
10551,Winter,28.24,2026-01-20 08:39:39
10551,Spring,24.71,2026-01-20 08:39:39
10554,Spring,32.55,2026-01-20 08:39:39
10554,Fall,26.51,2026-01-20 08:39:39
10554,Summer,24.15,2026-01-20 08:39:39
10555,Spring,33.33,2026-01-20 08:39:39
10555,Fall,29.17,2026-01-20 08:39:39
10555,Winter,20.83,2026-01-20 08:39:39
10558,Spring,30.55,2026-01-20 08:39:39
10558,Fall,27.09,2026-01-20 08:39:39
10558,Summer,23.34,2026-01-20 08:39:39
10559,Fall,35.53,2026-01-20 08:39:39
10559,Spring,28.95,2026-01-20 08:39:39
10562,Spring,36.61,2026-01-20 08:39:39
10562,Summer,34.65,2026-01-20 08:39:39
10562,Fall,20.87,2026-01-20 08:39:39
10563,Spring,38.46,2026-01-20 08:39:39
10563,Summer,31.87,2026-01-20 08:39:39
10566,Fall,37.22,2026-01-20 08:39:39
10566,Winter,31.23,2026-01-20 08:39:39
10566,Spring,20.82,2026-01-20 08:39:39
10567,Spring,37.65,2026-01-20 08:39:39
10567,Summer,30.59,2026-01-20 08:39:39
10570,Spring,36.45,2026-01-20 08:39:39
10570,Summer,33.18,2026-01-20 08:39:39
10570,Fall,20.56,2026-01-20 08:39:39
10574,Fall,34.81,2026-01-20 08:39:39
10574,Winter,31.01,2026-01-20 08:39:39
10574,Spring,24.68,2026-01-20 08:39:39
10575,Spring,32.84,2026-01-20 08:39:39
10575,Fall,28.36,2026-01-20 08:39:39
10575,Summer,20.9,2026-01-20 08:39:39
10578,Fall,29.39,2026-01-20 08:39:39
10578,Spring,29.01,2026-01-20 08:39:39
10578,Summer,25.57,2026-01-20 08:39:39
10579,Spring,42.25,2026-01-20 08:39:39
10579,Summer,35.21,2026-01-20 08:39:39
10582,Spring,41.94,2026-01-20 08:39:39
10582,Summer,40.32,2026-01-20 08:39:39
10583,Fall,28.07,2026-01-20 08:39:39
10583,Summer,24.56,2026-01-20 08:39:39
10583,Spring,24.56,2026-01-20 08:39:39
10583,Winter,22.81,2026-01-20 08:39:39
10586,Summer,40.46,2026-01-20 08:39:39
10586,Spring,39.69,2026-01-20 08:39:39
10587,Spring,41.79,2026-01-20 08:39:39
10587,Summer,35.82,2026-01-20 08:39:39
10591,Fall,33.8,2026-01-20 08:39:39
10591,Spring,28.24,2026-01-20 08:39:39
10591,Winter,21.76,2026-01-20 08:39:39
10593,Summer,44.07,2026-01-20 08:39:39
10593,Spring,35.59,2026-01-20 08:39:39
10594,Spring,33.05,2026-01-20 08:39:39
10594,Fall,26.61,2026-01-20 08:39:39
10594,Summer,24.46,2026-01-20 08:39:39
10598,Fall,37.5,2026-01-20 08:39:39
10598,Winter,28.57,2026-01-20 08:39:39
10598,Spring,23.21,2026-01-20 08:39:39
10601,Summer,35.29,2026-01-20 08:39:39
10601,Spring,35.29,2026-01-20 08:39:39
10601,Fall,21.76,2026-01-20 08:39:39
10602,Summer,38.3,2026-01-20 08:39:39
10602,Spring,36.17,2026-01-20 08:39:39
10605,Spring,37.14,2026-01-20 08:39:39
10605,Summer,35.71,2026-01-20 08:39:39
10607,Winter,40.94,2026-01-20 08:39:39
10607,Fall,38.26,2026-01-20 08:39:39
