PERFUME_ID,ACCORD,VOTE,LOAD_DT
8272,Leathery,4,2026-01-20 08:41:47
8272,Aquatic,4,2026-01-20 08:41:47
8272,Spicy,3,2026-01-20 08:41:47
8272,Woody,2,2026-01-20 08:41:47
8272,Fresh,2,2026-01-20 08:41:47
8272,Creamy,1,2026-01-20 08:41:47
8272,Floral,1,2026-01-20 08:41:47
8275,Floral,14,2026-01-20 08:41:47
8275,Sweet,9,2026-01-20 08:41:47
8275,Woody,9,2026-01-20 08:41:47
8275,Spicy,8,2026-01-20 08:41:47
8275,Fruity,5,2026-01-20 08:41:47
8275,Fresh,3,2026-01-20 08:41:47
8276,Woody,4,2026-01-20 08:41:47
8276,Floral,4,2026-01-20 08:41:47
8276,Spicy,3,2026-01-20 08:41:47
8276,Sweet,2,2026-01-20 08:41:47
8276,Synthetic,1,2026-01-20 08:41:47
8277,Fruity,12,2026-01-20 08:41:47
8277,Fresh,12,2026-01-20 08:41:47
8277,Citrus,10,2026-01-20 08:41:47
8277,Sweet,9,2026-01-20 08:41:47
8277,Synthetic,8,2026-01-20 08:41:47
8277,Spicy,5,2026-01-20 08:41:47
8277,Woody,4,2026-01-20 08:41:47
8277,Green,4,2026-01-20 08:41:47
8280,Spicy,1,2026-01-20 08:41:47
8280,Synthetic,1,2026-01-20 08:41:47
8280,Sweet,1,2026-01-20 08:41:47
8280,Leathery,1,2026-01-20 08:41:47
8280,Floral,1,2026-01-20 08:41:47
8281,Floral,22,2026-01-20 08:41:47
8281,Fresh,15,2026-01-20 08:41:47
8281,Synthetic,8,2026-01-20 08:41:47
8281,Fruity,7,2026-01-20 08:41:47
8281,Sweet,5,2026-01-20 08:41:47
8283,Woody,7,2026-01-20 08:41:47
8283,Synthetic,6,2026-01-20 08:41:47
8283,Floral,4,2026-01-20 08:41:47
8283,Spicy,3,2026-01-20 08:41:47
8283,Smoky,3,2026-01-20 08:41:47
8283,Green,3,2026-01-20 08:41:47
8283,Fresh,3,2026-01-20 08:41:47
8283,Creamy,3,2026-01-20 08:41:47
8291,Woody,5,2026-01-20 08:41:47
8291,Spicy,4,2026-01-20 08:41:47
8291,Resinous,4,2026-01-20 08:41:47
8291,Smoky,3,2026-01-20 08:41:47
8291,Floral,2,2026-01-20 08:41:47
8291,Sweet,1,2026-01-20 08:41:47
8291,Oriental,1,2026-01-20 08:41:47
8291,Fruity,1,2026-01-20 08:41:47
8291,Animal,1,2026-01-20 08:41:47
8294,Spicy,1,2026-01-20 08:41:47
8294,Synthetic,1,2026-01-20 08:41:47
8294,Sweet,1,2026-01-20 08:41:47
8294,Fresh,1,2026-01-20 08:41:47
8295,Citrus,8,2026-01-20 08:41:47
8295,Fresh,8,2026-01-20 08:41:47
8295,Synthetic,5,2026-01-20 08:41:47
8295,Green,5,2026-01-20 08:41:47
8295,Spicy,4,2026-01-20 08:41:47
8295,Fougère,4,2026-01-20 08:41:47
8295,Woody,3,2026-01-20 08:41:47
8296,Floral,20,2026-01-20 08:41:47
8296,Synthetic,15,2026-01-20 08:41:47
8296,Fresh,13,2026-01-20 08:41:47
8296,Green,9,2026-01-20 08:41:47
8296,Aquatic,7,2026-01-20 08:41:47
8296,Spicy,4,2026-01-20 08:41:47
8296,Sweet,4,2026-01-20 08:41:47
8296,Woody,4,2026-01-20 08:41:47
8296,Fruity,4,2026-01-20 08:41:47
8299,Leathery,9,2026-01-20 08:41:47
8299,Woody,8,2026-01-20 08:41:47
8299,Floral,8,2026-01-20 08:41:47
8299,Spicy,5,2026-01-20 08:41:47
8299,Synthetic,4,2026-01-20 08:41:47
8299,Green,4,2026-01-20 08:41:47
8299,Sweet,3,2026-01-20 08:41:47
8299,Powdery,3,2026-01-20 08:41:47
8299,Fruity,3,2026-01-20 08:41:47
8299,Fresh,3,2026-01-20 08:41:47
8299,Creamy,3,2026-01-20 08:41:47
8299,Animal,3,2026-01-20 08:41:47
8301,Fruity,11,2026-01-20 08:41:47
8301,Sweet,9,2026-01-20 08:41:47
8301,Woody,8,2026-01-20 08:41:47
8301,Floral,8,2026-01-20 08:41:47
8301,Oriental,6,2026-01-20 08:41:47
8301,Resinous,3,2026-01-20 08:41:47
8302,Fresh,2,2026-01-20 08:41:47
8302,Creamy,2,2026-01-20 08:41:47
8302,Floral,2,2026-01-20 08:41:47
8303,Leathery,9,2026-01-20 08:41:47
8303,Powdery,8,2026-01-20 08:41:47
8303,Floral,8,2026-01-20 08:41:47
8303,Spicy,6,2026-01-20 08:41:47
8303,Sweet,6,2026-01-20 08:41:47
8303,Synthetic,4,2026-01-20 08:41:47
8303,Animal,4,2026-01-20 08:41:47
8307,Spicy,4,2026-01-20 08:41:47
8307,Sweet,4,2026-01-20 08:41:47
8307,Citrus,3,2026-01-20 08:41:47
8307,Woody,3,2026-01-20 08:41:47
8307,Resinous,3,2026-01-20 08:41:47
8307,Fresh,2,2026-01-20 08:41:47
8307,Creamy,2,2026-01-20 08:41:47
8307,Smoky,1,2026-01-20 08:41:47
8307,Powdery,1,2026-01-20 08:41:47
8307,Gourmand,1,2026-01-20 08:41:47
8309,Floral,20,2026-01-20 08:41:47
8309,Fresh,18,2026-01-20 08:41:47
8309,Green,14,2026-01-20 08:41:47
8309,Fruity,14,2026-01-20 08:41:47
8309,Sweet,11,2026-01-20 08:41:47
8309,Synthetic,7,2026-01-20 08:41:47
8309,Creamy,5,2026-01-20 08:41:47
8311,Floral,6,2026-01-20 08:41:47
8311,Powdery,4,2026-01-20 08:41:47
8311,Green,4,2026-01-20 08:41:47
8311,Sweet,3,2026-01-20 08:41:47
8311,Fresh,3,2026-01-20 08:41:47
8311,Spicy,2,2026-01-20 08:41:47
8311,Synthetic,2,2026-01-20 08:41:47
8311,Woody,2,2026-01-20 08:41:47
8311,Earthy,2,2026-01-20 08:41:47
8311,Creamy,2,2026-01-20 08:41:47
8313,Green,15,2026-01-20 08:41:47
8313,Citrus,14,2026-01-20 08:41:47
8313,Floral,13,2026-01-20 08:41:47
8313,Fresh,12,2026-01-20 08:41:47
8313,Spicy,8,2026-01-20 08:41:47
8313,Woody,6,2026-01-20 08:41:47
8313,Resinous,6,2026-01-20 08:41:47
8313,Fruity,6,2026-01-20 08:41:47
8313,Sweet,5,2026-01-20 08:41:47
8314,Fruity,3,2026-01-20 08:41:47
8314,Fresh,3,2026-01-20 08:41:47
8314,Creamy,2,2026-01-20 08:41:47
8314,Floral,2,2026-01-20 08:41:47
8314,Green,1,2026-01-20 08:41:47
8317,Green,14,2026-01-20 08:41:47
8317,Woody,12,2026-01-20 08:41:47
8317,Spicy,11,2026-01-20 08:41:47
8317,Fresh,11,2026-01-20 08:41:47
8317,Floral,11,2026-01-20 08:41:47
8317,Fruity,8,2026-01-20 08:41:47
8317,Sweet,6,2026-01-20 08:41:47
8317,Earthy,5,2026-01-20 08:41:47
8317,Citrus,4,2026-01-20 08:41:47
8319,Floral,36,2026-01-20 08:41:47
8319,Synthetic,20,2026-01-20 08:41:47
8319,Fresh,19,2026-01-20 08:41:47
8319,Sweet,16,2026-01-20 08:41:47
8319,Animal,11,2026-01-20 08:41:47
8319,Green,8,2026-01-20 08:41:47
8319,Gourmand,7,2026-01-20 08:41:47
8321,Floral,15,2026-01-20 08:41:47
8321,Sweet,11,2026-01-20 08:41:47
8321,Fruity,10,2026-01-20 08:41:47
8321,Woody,6,2026-01-20 08:41:47
8321,Fresh,6,2026-01-20 08:41:47
8321,Citrus,4,2026-01-20 08:41:47
8321,Creamy,4,2026-01-20 08:41:47
8321,Spicy,3,2026-01-20 08:41:47
8321,Green,3,2026-01-20 08:41:47
8325,Floral,25,2026-01-20 08:41:47
8325,Fresh,13,2026-01-20 08:41:47
8325,Synthetic,11,2026-01-20 08:41:47
8325,Green,9,2026-01-20 08:41:47
8325,Fruity,8,2026-01-20 08:41:47
8325,Woody,7,2026-01-20 08:41:47
8325,Sweet,6,2026-01-20 08:41:47
8325,Spicy,5,2026-01-20 08:41:47
8325,Powdery,4,2026-01-20 08:41:47
8326,Spicy,29,2026-01-20 08:41:47
8326,Earthy,26,2026-01-20 08:41:47
8326,Woody,21,2026-01-20 08:41:47
8326,Powdery,12,2026-01-20 08:41:47
8326,Resinous,11,2026-01-20 08:41:47
8326,Green,11,2026-01-20 08:41:47
8326,Animal,11,2026-01-20 08:41:47
8326,Oriental,9,2026-01-20 08:41:47
8329,Green,23,2026-01-20 08:41:47
8329,Fresh,23,2026-01-20 08:41:47
8329,Citrus,14,2026-01-20 08:41:47
8329,Woody,10,2026-01-20 08:41:47
8329,Floral,8,2026-01-20 08:41:47
8329,Spicy,7,2026-01-20 08:41:47
8329,Synthetic,5,2026-01-20 08:41:47
8331,Spicy,3,2026-01-20 08:41:47
8331,Floral,3,2026-01-20 08:41:47
8331,Sweet,2,2026-01-20 08:41:47
8331,Woody,2,2026-01-20 08:41:47
8331,Powdery,1,2026-01-20 08:41:47
8331,Oriental,1,2026-01-20 08:41:47
8331,Fruity,1,2026-01-20 08:41:47
8331,Creamy,1,2026-01-20 08:41:47
8334,Synthetic,17,2026-01-20 08:41:47
8334,Fruity,17,2026-01-20 08:41:47
8334,Sweet,15,2026-01-20 08:41:47
8334,Floral,14,2026-01-20 08:41:47
8334,Smoky,13,2026-01-20 08:41:47
8334,Spicy,5,2026-01-20 08:41:47
8334,Powdery,5,2026-01-20 08:41:47
8334,Woody,5,2026-01-20 08:41:47
8334,Resinous,5,2026-01-20 08:41:47
8334,Animal,5,2026-01-20 08:41:47
8335,Citrus,1,2026-01-20 08:41:47
8335,Green,1,2026-01-20 08:41:47
8335,Fresh,1,2026-01-20 08:41:47
8335,Floral,1,2026-01-20 08:41:47
8337,Spicy,16,2026-01-20 08:41:47
8337,Fruity,16,2026-01-20 08:41:47
8337,Sweet,13,2026-01-20 08:41:47
8337,Gourmand,11,2026-01-20 08:41:47
8337,Leathery,10,2026-01-20 08:41:47
8337,Synthetic,8,2026-01-20 08:41:47
8337,Woody,4,2026-01-20 08:41:47
8337,Creamy,4,2026-01-20 08:41:47
8338,Woody,17,2026-01-20 08:41:47
8338,Fresh,16,2026-01-20 08:41:47
8338,Floral,15,2026-01-20 08:41:47
8338,Green,13,2026-01-20 08:41:47
8338,Spicy,11,2026-01-20 08:41:47
8338,Powdery,6,2026-01-20 08:41:47
8338,Fougère,5,2026-01-20 08:41:47
8338,Animal,5,2026-01-20 08:41:47
8339,Spicy,4,2026-01-20 08:41:47
8339,Woody,4,2026-01-20 08:41:47
8339,Powdery,3,2026-01-20 08:41:47
8339,Leathery,2,2026-01-20 08:41:47
8339,Resinous,2,2026-01-20 08:41:47
8339,Floral,2,2026-01-20 08:41:47
8339,Citrus,1,2026-01-20 08:41:47
8339,Sweet,1,2026-01-20 08:41:47
8339,Smoky,1,2026-01-20 08:41:47
8339,Fruity,1,2026-01-20 08:41:47
8339,Fresh,1,2026-01-20 08:41:47
8339,Earthy,1,2026-01-20 08:41:47
8341,Fresh,20,2026-01-20 08:41:47
8341,Floral,19,2026-01-20 08:41:47
8341,Fruity,16,2026-01-20 08:41:47
8341,Aquatic,12,2026-01-20 08:41:47
8341,Sweet,11,2026-01-20 08:41:47
8341,Synthetic,5,2026-01-20 08:41:47
8344,Fruity,21,2026-01-20 08:41:47
8344,Floral,19,2026-01-20 08:41:47
8344,Sweet,16,2026-01-20 08:41:47
8344,Leathery,14,2026-01-20 08:41:47
8344,Synthetic,8,2026-01-20 08:41:47
8344,Gourmand,5,2026-01-20 08:41:47
8344,Fresh,5,2026-01-20 08:41:47
8348,Sweet,1,2026-01-20 08:41:47
8348,Fruity,1,2026-01-20 08:41:47
8348,Fresh,1,2026-01-20 08:41:47
8348,Floral,1,2026-01-20 08:41:47
8351,Fresh,10,2026-01-20 08:41:47
8351,Synthetic,8,2026-01-20 08:41:47
8351,Aquatic,8,2026-01-20 08:41:47
8351,Citrus,6,2026-01-20 08:41:47
8351,Woody,5,2026-01-20 08:41:47
8351,Spicy,3,2026-01-20 08:41:47
8351,Floral,3,2026-01-20 08:41:47
8352,Synthetic,9,2026-01-20 08:41:47
8352,Fresh,9,2026-01-20 08:41:47
8352,Spicy,8,2026-01-20 08:41:47
8352,Woody,8,2026-01-20 08:41:47
8352,Citrus,6,2026-01-20 08:41:47
8352,Floral,6,2026-01-20 08:41:47
8352,Green,4,2026-01-20 08:41:47
8352,Fruity,4,2026-01-20 08:41:47
8353,Synthetic,1,2026-01-20 08:41:47
8353,Fresh,1,2026-01-20 08:41:47
8353,Creamy,1,2026-01-20 08:41:47
8354,Floral,14,2026-01-20 08:41:47
8354,Woody,12,2026-01-20 08:41:47
8354,Green,10,2026-01-20 08:41:47
8354,Fruity,10,2026-01-20 08:41:47
8354,Fresh,10,2026-01-20 08:41:47
8354,Citrus,6,2026-01-20 08:41:47
8354,Spicy,6,2026-01-20 08:41:47
8354,Sweet,6,2026-01-20 08:41:47
8354,Synthetic,5,2026-01-20 08:41:47
8356,Fresh,13,2026-01-20 08:41:47
8356,Citrus,10,2026-01-20 08:41:47
8356,Spicy,10,2026-01-20 08:41:47
8356,Woody,9,2026-01-20 08:41:47
8356,Green,5,2026-01-20 08:41:47
8356,Floral,3,2026-01-20 08:41:47
8357,Fougère,2,2026-01-20 08:41:47
8357,Earthy,2,2026-01-20 08:41:47
8357,Oriental,1,2026-01-20 08:41:47
8357,Leathery,1,2026-01-20 08:41:47
8357,Green,1,2026-01-20 08:41:47
8357,Floral,1,2026-01-20 08:41:47
8357,Aquatic,1,2026-01-20 08:41:47
8359,Oriental,10,2026-01-20 08:41:47
8359,Woody,10,2026-01-20 08:41:47
8359,Animal,8,2026-01-20 08:41:47
8359,Spicy,7,2026-01-20 08:41:47
8359,Floral,7,2026-01-20 08:41:47
8360,Fruity,3,2026-01-20 08:41:47
8360,Sweet,2,2026-01-20 08:41:47
8360,Spicy,1,2026-01-20 08:41:47
8360,Oriental,1,2026-01-20 08:41:47
8360,Floral,1,2026-01-20 08:41:47
8361,Woody,3,2026-01-20 08:41:47
8361,Fresh,3,2026-01-20 08:41:47
8361,Citrus,2,2026-01-20 08:41:47
8361,Spicy,2,2026-01-20 08:41:47
8361,Sweet,2,2026-01-20 08:41:47
8361,Smoky,2,2026-01-20 08:41:47
8361,Leathery,2,2026-01-20 08:41:47
8361,Green,2,2026-01-20 08:41:47
8361,Fruity,2,2026-01-20 08:41:47
8361,Earthy,2,2026-01-20 08:41:47
8361,Floral,2,2026-01-20 08:41:47
8362,Woody,12,2026-01-20 08:41:47
8362,Synthetic,9,2026-01-20 08:41:47
8362,Fresh,9,2026-01-20 08:41:47
8362,Floral,9,2026-01-20 08:41:47
8362,Fruity,6,2026-01-20 08:41:47
8362,Spicy,4,2026-01-20 08:41:47
8362,Sweet,4,2026-01-20 08:41:47
8362,Citrus,3,2026-01-20 08:41:47
8362,Earthy,3,2026-01-20 08:41:47
8367,Fresh,12,2026-01-20 08:41:47
8367,Aquatic,12,2026-01-20 08:41:47
8367,Green,11,2026-01-20 08:41:47
8367,Citrus,9,2026-01-20 08:41:47
8367,Chypre,6,2026-01-20 08:41:47
8367,Woody,4,2026-01-20 08:41:47
8367,Fruity,3,2026-01-20 08:41:47
8369,Sweet,1,2026-01-20 08:41:47
8369,Fresh,1,2026-01-20 08:41:47
8369,Creamy,1,2026-01-20 08:41:47
8369,Floral,1,2026-01-20 08:41:47
8375,Floral,16,2026-01-20 08:41:47
8375,Sweet,8,2026-01-20 08:41:47
8375,Synthetic,4,2026-01-20 08:41:47
8375,Gourmand,3,2026-01-20 08:41:47
8375,Fresh,3,2026-01-20 08:41:47
8375,Powdery,2,2026-01-20 08:41:47
8375,Creamy,2,2026-01-20 08:41:47
8379,Fruity,18,2026-01-20 08:41:47
8379,Sweet,14,2026-01-20 08:41:47
8379,Floral,10,2026-01-20 08:41:47
8379,Synthetic,9,2026-01-20 08:41:47
8379,Fresh,8,2026-01-20 08:41:47
8379,Green,4,2026-01-20 08:41:47
8383,Green,16,2026-01-20 08:41:47
8383,Fresh,15,2026-01-20 08:41:47
8383,Floral,12,2026-01-20 08:41:47
8383,Citrus,10,2026-01-20 08:41:47
8383,Fruity,9,2026-01-20 08:41:47
8383,Synthetic,4,2026-01-20 08:41:47
8383,Aquatic,4,2026-01-20 08:41:47
8387,Woody,11,2026-01-20 08:41:47
8387,Green,9,2026-01-20 08:41:47
8387,Fougère,9,2026-01-20 08:41:47
8387,Spicy,8,2026-01-20 08:41:47
8387,Synthetic,6,2026-01-20 08:41:47
8387,Citrus,3,2026-01-20 08:41:47
8387,Fresh,3,2026-01-20 08:41:47
8391,Fresh,8,2026-01-20 08:41:47
8391,Floral,8,2026-01-20 08:41:47
8391,Citrus,7,2026-01-20 08:41:47
8391,Synthetic,5,2026-01-20 08:41:47
8391,Green,4,2026-01-20 08:41:47
8394,Woody,7,2026-01-20 08:41:47
8394,Floral,6,2026-01-20 08:41:47
8394,Spicy,5,2026-01-20 08:41:47
8394,Resinous,5,2026-01-20 08:41:47
8394,Earthy,4,2026-01-20 08:41:47
8394,Sweet,2,2026-01-20 08:41:47
8398,Sweet,7,2026-01-20 08:41:47
8398,Powdery,7,2026-01-20 08:41:47
8398,Gourmand,6,2026-01-20 08:41:47
8398,Floral,6,2026-01-20 08:41:47
8398,Creamy,4,2026-01-20 08:41:47
8399,Sweet,365,2026-01-20 08:41:47
8399,Powdery,327,2026-01-20 08:41:47
8399,Gourmand,204,2026-01-20 08:41:47
8399,Floral,200,2026-01-20 08:41:47
8399,Creamy,137,2026-01-20 08:41:47
8399,Oriental,104,2026-01-20 08:41:47
8399,Woody,84,2026-01-20 08:41:47
8402,Spicy,4,2026-01-20 08:41:47
8402,Oriental,4,2026-01-20 08:41:47
8402,Woody,4,2026-01-20 08:41:47
8402,Sweet,3,2026-01-20 08:41:47
8402,Animal,3,2026-01-20 08:41:47
8402,Powdery,1,2026-01-20 08:41:47
8403,Floral,346,2026-01-20 08:41:47
8403,Powdery,264,2026-01-20 08:41:47
8403,Sweet,173,2026-01-20 08:41:47
8403,Fresh,125,2026-01-20 08:41:47
8403,Synthetic,71,2026-01-20 08:41:47
8403,Creamy,61,2026-01-20 08:41:47
8406,Spicy,6,2026-01-20 08:41:47
8406,Leathery,6,2026-01-20 08:41:47
8406,Earthy,6,2026-01-20 08:41:47
8406,Synthetic,4,2026-01-20 08:41:47
8406,Floral,4,2026-01-20 08:41:47
8406,Smoky,2,2026-01-20 08:41:47
8406,Powdery,2,2026-01-20 08:41:47
8406,Oriental,2,2026-01-20 08:41:47
8406,Woody,2,2026-01-20 08:41:47
8406,Fruity,2,2026-01-20 08:41:47
8406,Animal,2,2026-01-20 08:41:47
8407,Spicy,347,2026-01-20 08:41:47
8407,Oriental,296,2026-01-20 08:41:47
8407,Sweet,207,2026-01-20 08:41:47
8407,Woody,135,2026-01-20 08:41:47
8407,Gourmand,88,2026-01-20 08:41:47
8407,Floral,77,2026-01-20 08:41:47
8407,Fruity,72,2026-01-20 08:41:47
8408,Fresh,41,2026-01-20 08:41:47
8408,Fruity,33,2026-01-20 08:41:47
8408,Green,32,2026-01-20 08:41:47
8408,Sweet,20,2026-01-20 08:41:47
8408,Spicy,19,2026-01-20 08:41:47
8408,Woody,14,2026-01-20 08:41:47
8408,Creamy,14,2026-01-20 08:41:47
8408,Floral,11,2026-01-20 08:41:47
8408,Citrus,10,2026-01-20 08:41:47
8411,Aquatic,122,2026-01-20 08:41:47
8411,Leathery,111,2026-01-20 08:41:47
8411,Fresh,108,2026-01-20 08:41:47
8411,Woody,75,2026-01-20 08:41:47
8411,Sweet,50,2026-01-20 08:41:47
8411,Spicy,44,2026-01-20 08:41:47
8411,Synthetic,37,2026-01-20 08:41:47
8412,Woody,31,2026-01-20 08:41:47
8412,Smoky,27,2026-01-20 08:41:47
8412,Resinous,23,2026-01-20 08:41:47
8412,Spicy,22,2026-01-20 08:41:47
8412,Oriental,22,2026-01-20 08:41:47
8412,Floral,22,2026-01-20 08:41:47
8412,Sweet,17,2026-01-20 08:41:47
8412,Leathery,17,2026-01-20 08:41:47
8414,Citrus,9,2026-01-20 08:41:47
8414,Fruity,8,2026-01-20 08:41:47
8414,Fresh,8,2026-01-20 08:41:47
8414,Floral,7,2026-01-20 08:41:47
8414,Woody,6,2026-01-20 08:41:47
8414,Sweet,5,2026-01-20 08:41:47
8415,Aquatic,123,2026-01-20 08:41:47
8415,Fresh,122,2026-01-20 08:41:47
8415,Woody,108,2026-01-20 08:41:47
8415,Synthetic,65,2026-01-20 08:41:47
8415,Spicy,51,2026-01-20 08:41:47
8415,Green,35,2026-01-20 08:41:47
8415,Creamy,30,2026-01-20 08:41:47
8415,Fruity,29,2026-01-20 08:41:47
8416,Leathery,27,2026-01-20 08:41:47
8416,Woody,22,2026-01-20 08:41:47
8416,Spicy,21,2026-01-20 08:41:47
8416,Earthy,10,2026-01-20 08:41:47
8416,Fresh,9,2026-01-20 08:41:47
8416,Sweet,8,2026-01-20 08:41:47
8416,Citrus,7,2026-01-20 08:41:47
8418,Spicy,6,2026-01-20 08:41:47
8418,Synthetic,5,2026-01-20 08:41:47
8418,Woody,5,2026-01-20 08:41:47
8418,Oriental,4,2026-01-20 08:41:47
8418,Resinous,4,2026-01-20 08:41:47
8418,Earthy,2,2026-01-20 08:41:47
8418,Floral,2,2026-01-20 08:41:47
8419,Fresh,127,2026-01-20 08:41:47
8419,Aquatic,122,2026-01-20 08:41:47
8419,Woody,84,2026-01-20 08:41:47
8419,Spicy,75,2026-01-20 08:41:47
8419,Green,68,2026-01-20 08:41:47
8419,Synthetic,51,2026-01-20 08:41:47
8419,Citrus,40,2026-01-20 08:41:47
8419,Floral,37,2026-01-20 08:41:47
8421,Fresh,28,2026-01-20 08:41:47
8421,Citrus,26,2026-01-20 08:41:47
8421,Green,19,2026-01-20 08:41:47
8421,Woody,14,2026-01-20 08:41:47
8421,Spicy,13,2026-01-20 08:41:47
8421,Synthetic,10,2026-01-20 08:41:47
8422,Spicy,10,2026-01-20 08:41:47
8422,Fresh,10,2026-01-20 08:41:47
8422,Fruity,8,2026-01-20 08:41:47
8422,Woody,7,2026-01-20 08:41:47
8422,Green,6,2026-01-20 08:41:47
8422,Floral,5,2026-01-20 08:41:47
8422,Synthetic,4,2026-01-20 08:41:47
8422,Citrus,3,2026-01-20 08:41:47
8423,Floral,110,2026-01-20 08:41:47
8423,Fresh,91,2026-01-20 08:41:47
8423,Woody,58,2026-01-20 08:41:47
8423,Sweet,57,2026-01-20 08:41:47
8423,Powdery,57,2026-01-20 08:41:47
8423,Spicy,54,2026-01-20 08:41:47
8423,Citrus,29,2026-01-20 08:41:47
8423,Green,29,2026-01-20 08:41:47
8425,Leathery,25,2026-01-20 08:41:47
8425,Spicy,18,2026-01-20 08:41:47
8425,Sweet,16,2026-01-20 08:41:47
8425,Woody,15,2026-01-20 08:41:47
8425,Oriental,11,2026-01-20 08:41:47
8425,Synthetic,6,2026-01-20 08:41:47
8425,Powdery,6,2026-01-20 08:41:47
8425,Gourmand,6,2026-01-20 08:41:47
8426,Sweet,5,2026-01-20 08:41:47
8426,Fruity,5,2026-01-20 08:41:47
8426,Fresh,5,2026-01-20 08:41:47
8426,Floral,4,2026-01-20 08:41:47
8426,Spicy,3,2026-01-20 08:41:47
8426,Synthetic,2,2026-01-20 08:41:47
8426,Green,2,2026-01-20 08:41:47
8426,Gourmand,2,2026-01-20 08:41:47
8427,Fresh,80,2026-01-20 08:41:47
8427,Citrus,71,2026-01-20 08:41:47
8427,Aquatic,65,2026-01-20 08:41:47
8427,Floral,25,2026-01-20 08:41:47
8427,Fruity,21,2026-01-20 08:41:47
8427,Woody,19,2026-01-20 08:41:47
8427,Sweet,18,2026-01-20 08:41:47
8427,Spicy,16,2026-01-20 08:41:47
8427,Green,16,2026-01-20 08:41:47
8429,Floral,18,2026-01-20 08:41:47
8429,Spicy,17,2026-01-20 08:41:47
8429,Woody,17,2026-01-20 08:41:47
8429,Fresh,14,2026-01-20 08:41:47
8429,Synthetic,12,2026-01-20 08:41:47
8429,Sweet,12,2026-01-20 08:41:47
8429,Citrus,9,2026-01-20 08:41:47
8429,Green,8,2026-01-20 08:41:47
8429,Fougère,6,2026-01-20 08:41:47
8430,Animal,5,2026-01-20 08:41:47
8430,Woody,4,2026-01-20 08:41:47
8430,Earthy,4,2026-01-20 08:41:47
8430,Oriental,3,2026-01-20 08:41:47
8430,Resinous,3,2026-01-20 08:41:47
8430,Spicy,2,2026-01-20 08:41:47
8430,Synthetic,1,2026-01-20 08:41:47
8430,Green,1,2026-01-20 08:41:47
8430,Fougère,1,2026-01-20 08:41:47
8434,Oriental,7,2026-01-20 08:41:47
8434,Spicy,5,2026-01-20 08:41:47
8434,Woody,5,2026-01-20 08:41:47
8434,Animal,5,2026-01-20 08:41:47
8434,Floral,3,2026-01-20 08:41:47
8436,Spicy,65,2026-01-20 08:41:47
8436,Woody,61,2026-01-20 08:41:47
8436,Sweet,38,2026-01-20 08:41:47
8436,Citrus,35,2026-01-20 08:41:47
8436,Fresh,32,2026-01-20 08:41:47
8436,Oriental,22,2026-01-20 08:41:47
8436,Animal,19,2026-01-20 08:41:47
8436,Resinous,18,2026-01-20 08:41:47
8436,Fruity,18,2026-01-20 08:41:47
8436,Earthy,17,2026-01-20 08:41:47
8439,Oriental,77,2026-01-20 08:41:47
8439,Powdery,61,2026-01-20 08:41:47
8439,Spicy,60,2026-01-20 08:41:47
8439,Sweet,58,2026-01-20 08:41:47
8439,Smoky,42,2026-01-20 08:41:47
8439,Woody,38,2026-01-20 08:41:47
8439,Gourmand,38,2026-01-20 08:41:47
8439,Floral,25,2026-01-20 08:41:47
8439,Resinous,21,2026-01-20 08:41:47
8440,Fresh,18,2026-01-20 08:41:47
8440,Citrus,13,2026-01-20 08:41:47
8440,Fruity,11,2026-01-20 08:41:47
8440,Woody,9,2026-01-20 08:41:47
8440,Synthetic,4,2026-01-20 08:41:47
8440,Sweet,4,2026-01-20 08:41:47
8440,Green,4,2026-01-20 08:41:47
8442,Spicy,2,2026-01-20 08:41:47
8442,Powdery,2,2026-01-20 08:41:47
8442,Fresh,2,2026-01-20 08:41:47
8442,Floral,2,2026-01-20 08:41:47
8447,Aquatic,41,2026-01-20 08:41:47
8447,Fresh,40,2026-01-20 08:41:47
8447,Woody,38,2026-01-20 08:41:47
8447,Spicy,28,2026-01-20 08:41:47
8447,Synthetic,19,2026-01-20 08:41:47
8447,Green,18,2026-01-20 08:41:47
8447,Fruity,11,2026-01-20 08:41:47
8447,Floral,11,2026-01-20 08:41:47
8448,Fruity,16,2026-01-20 08:41:47
8448,Spicy,15,2026-01-20 08:41:47
8448,Sweet,15,2026-01-20 08:41:47
8448,Woody,12,2026-01-20 08:41:47
8448,Oriental,8,2026-01-20 08:41:47
8448,Citrus,5,2026-01-20 08:41:47
8448,Synthetic,5,2026-01-20 08:41:47
8448,Gourmand,5,2026-01-20 08:41:47
8448,Fresh,5,2026-01-20 08:41:47
8448,Floral,4,2026-01-20 08:41:47
8450,Fresh,8,2026-01-20 08:41:47
8450,Citrus,7,2026-01-20 08:41:47
8450,Green,7,2026-01-20 08:41:47
8450,Floral,6,2026-01-20 08:41:47
8450,Woody,4,2026-01-20 08:41:47
8450,Spicy,3,2026-01-20 08:41:47
8451,Green,5,2026-01-20 08:41:47
8451,Fresh,5,2026-01-20 08:41:47
8451,Aquatic,4,2026-01-20 08:41:47
8451,Sweet,3,2026-01-20 08:41:47
8451,Citrus,2,2026-01-20 08:41:47
8451,Floral,1,2026-01-20 08:41:47
8452,Spicy,12,2026-01-20 08:41:47
8452,Woody,10,2026-01-20 08:41:47
8452,Sweet,8,2026-01-20 08:41:47
8452,Oriental,8,2026-01-20 08:41:47
8452,Synthetic,3,2026-01-20 08:41:47
