PERFUME_ID,OCCASION,VOTE,LOAD_DT
8426,Leisure,5,2026-01-20 08:41:50
8426,Daily,4,2026-01-20 08:41:50
8426,Night Out,4,2026-01-20 08:41:50
8426,Business,4,2026-01-20 08:41:50
8426,Evening,3,2026-01-20 08:41:50
8426,Sport,2,2026-01-20 08:41:50
8427,Leisure,81,2026-01-20 08:41:50
8427,Daily,79,2026-01-20 08:41:50
8427,Business,59,2026-01-20 08:41:50
8427,Sport,54,2026-01-20 08:41:50
8427,Evening,15,2026-01-20 08:41:50
8429,Leisure,23,2026-01-20 08:41:50
8429,Daily,19,2026-01-20 08:41:50
8429,Business,16,2026-01-20 08:41:50
8429,Evening,11,2026-01-20 08:41:50
8429,Sport,6,2026-01-20 08:41:50
8429,Night Out,5,2026-01-20 08:41:50
8430,Night Out,4,2026-01-20 08:41:50
8430,Evening,4,2026-01-20 08:41:50
8430,Business,3,2026-01-20 08:41:50
8430,Daily,2,2026-01-20 08:41:50
8430,Leisure,1,2026-01-20 08:41:50
8434,Evening,6,2026-01-20 08:41:50
8434,Leisure,4,2026-01-20 08:41:50
8434,Night Out,4,2026-01-20 08:41:50
8434,Business,2,2026-01-20 08:41:50
8434,Daily,1,2026-01-20 08:41:50
8436,Leisure,53,2026-01-20 08:41:50
8436,Daily,46,2026-01-20 08:41:50
8436,Evening,46,2026-01-20 08:41:50
8436,Night Out,42,2026-01-20 08:41:50
8436,Business,41,2026-01-20 08:41:50
8439,Night Out,76,2026-01-20 08:41:50
8439,Evening,76,2026-01-20 08:41:50
8439,Leisure,40,2026-01-20 08:41:50
8439,Daily,29,2026-01-20 08:41:50
8439,Business,22,2026-01-20 08:41:50
8440,Daily,17,2026-01-20 08:41:50
8440,Leisure,16,2026-01-20 08:41:50
8440,Business,15,2026-01-20 08:41:50
8440,Sport,9,2026-01-20 08:41:50
8440,Night Out,3,2026-01-20 08:41:50
8442,Leisure,2,2026-01-20 08:41:50
8442,Daily,1,2026-01-20 08:41:50
8442,Night Out,1,2026-01-20 08:41:50
8442,Business,1,2026-01-20 08:41:50
8442,Evening,1,2026-01-20 08:41:50
8447,Leisure,44,2026-01-20 08:41:50
8447,Daily,36,2026-01-20 08:41:50
8447,Business,33,2026-01-20 08:41:50
8447,Sport,20,2026-01-20 08:41:50
8447,Night Out,16,2026-01-20 08:41:50
8447,Evening,16,2026-01-20 08:41:50
8448,Night Out,16,2026-01-20 08:41:50
8448,Evening,16,2026-01-20 08:41:50
8448,Leisure,15,2026-01-20 08:41:50
8448,Daily,11,2026-01-20 08:41:50
8448,Business,7,2026-01-20 08:41:50
8450,Daily,9,2026-01-20 08:41:50
8450,Leisure,8,2026-01-20 08:41:50
8450,Business,6,2026-01-20 08:41:50
8450,Sport,3,2026-01-20 08:41:50
8450,Night Out,3,2026-01-20 08:41:50
8450,Evening,2,2026-01-20 08:41:50
8451,Leisure,4,2026-01-20 08:41:50
8451,Daily,3,2026-01-20 08:41:50
8451,Night Out,3,2026-01-20 08:41:50
8451,Evening,3,2026-01-20 08:41:50
8451,Sport,2,2026-01-20 08:41:50
8451,Business,2,2026-01-20 08:41:50
8452,Evening,10,2026-01-20 08:41:50
8452,Daily,9,2026-01-20 08:41:50
8452,Leisure,9,2026-01-20 08:41:50
8452,Business,9,2026-01-20 08:41:50
8452,Night Out,8,2026-01-20 08:41:50
8455,Leisure,12,2026-01-20 08:41:50
8455,Business,11,2026-01-20 08:41:50
8455,Daily,7,2026-01-20 08:41:50
8455,Night Out,5,2026-01-20 08:41:50
8455,Evening,5,2026-01-20 08:41:50
8455,Sport,3,2026-01-20 08:41:50
8456,Leisure,5,2026-01-20 08:41:50
8456,Business,5,2026-01-20 08:41:50
8456,Daily,3,2026-01-20 08:41:50
8456,Night Out,3,2026-01-20 08:41:50
8456,Evening,2,2026-01-20 08:41:50
8457,Leisure,47,2026-01-20 08:41:50
8457,Evening,45,2026-01-20 08:41:50
8457,Daily,42,2026-01-20 08:41:50
8457,Night Out,39,2026-01-20 08:41:50
8457,Business,35,2026-01-20 08:41:50
8458,Daily,1062,2026-01-20 08:41:50
8458,Business,994,2026-01-20 08:41:50
8458,Leisure,930,2026-01-20 08:41:50
8458,Evening,690,2026-01-20 08:41:50
8458,Night Out,670,2026-01-20 08:41:50
8458,Sport,397,2026-01-20 08:41:50
8461,Daily,825,2026-01-20 08:41:50
8461,Leisure,814,2026-01-20 08:41:50
8461,Business,675,2026-01-20 08:41:50
8461,Sport,545,2026-01-20 08:41:50
8461,Night Out,470,2026-01-20 08:41:50
8461,Evening,456,2026-01-20 08:41:50
8463,Leisure,43,2026-01-20 08:41:50
8463,Daily,39,2026-01-20 08:41:50
8463,Business,30,2026-01-20 08:41:50
8463,Night Out,16,2026-01-20 08:41:50
8463,Evening,12,2026-01-20 08:41:50
8463,Sport,7,2026-01-20 08:41:50
8465,Daily,626,2026-01-20 08:41:50
8465,Leisure,622,2026-01-20 08:41:50
8465,Business,500,2026-01-20 08:41:50
8465,Sport,348,2026-01-20 08:41:50
8465,Night Out,264,2026-01-20 08:41:50
8465,Evening,251,2026-01-20 08:41:50
8466,Leisure,6,2026-01-20 08:41:50
8466,Business,5,2026-01-20 08:41:50
8466,Daily,3,2026-01-20 08:41:50
8466,Night Out,2,2026-01-20 08:41:50
8466,Evening,2,2026-01-20 08:41:50
8466,Sport,1,2026-01-20 08:41:50
8467,Daily,4,2026-01-20 08:41:50
8467,Leisure,4,2026-01-20 08:41:50
8467,Business,4,2026-01-20 08:41:50
8467,Evening,3,2026-01-20 08:41:50
8467,Night Out,2,2026-01-20 08:41:50
8467,Sport,1,2026-01-20 08:41:50
8468,Daily,54,2026-01-20 08:41:50
8468,Leisure,54,2026-01-20 08:41:50
8468,Business,50,2026-01-20 08:41:50
8468,Evening,33,2026-01-20 08:41:50
8468,Night Out,32,2026-01-20 08:41:50
8470,Daily,5,2026-01-20 08:41:50
8470,Leisure,5,2026-01-20 08:41:50
8470,Sport,4,2026-01-20 08:41:50
8470,Business,2,2026-01-20 08:41:50
8471,Leisure,4,2026-01-20 08:41:50
8471,Night Out,4,2026-01-20 08:41:50
8471,Evening,4,2026-01-20 08:41:50
8471,Daily,3,2026-01-20 08:41:50
8471,Business,2,2026-01-20 08:41:50
8472,Evening,49,2026-01-20 08:41:50
8472,Night Out,47,2026-01-20 08:41:50
