PERFUME_ID,SEASON,VOTE,LOAD_DT
8375,Fall,11,2026-01-20 08:41:52
8375,Spring,10,2026-01-20 08:41:52
8375,Summer,6,2026-01-20 08:41:52
8379,Spring,18,2026-01-20 08:41:52
8379,Summer,15,2026-01-20 08:41:52
8379,Fall,8,2026-01-20 08:41:52
8379,Winter,4,2026-01-20 08:41:52
8383,Spring,18,2026-01-20 08:41:52
8383,Summer,16,2026-01-20 08:41:52
8383,Fall,8,2026-01-20 08:41:52
8383,Winter,5,2026-01-20 08:41:52
8387,Spring,13,2026-01-20 08:41:52
8387,Fall,10,2026-01-20 08:41:52
8387,Summer,10,2026-01-20 08:41:52
8387,Winter,7,2026-01-20 08:41:52
8391,Summer,11,2026-01-20 08:41:52
8391,Spring,11,2026-01-20 08:41:52
8391,Winter,1,2026-01-20 08:41:52
8391,Fall,1,2026-01-20 08:41:52
8394,Fall,9,2026-01-20 08:41:52
8394,Winter,5,2026-01-20 08:41:52
8394,Spring,5,2026-01-20 08:41:52
8394,Summer,2,2026-01-20 08:41:52
8398,Winter,7,2026-01-20 08:41:52
8398,Fall,6,2026-01-20 08:41:52
8398,Spring,6,2026-01-20 08:41:52
8398,Summer,3,2026-01-20 08:41:52
8399,Fall,357,2026-01-20 08:41:52
8399,Winter,344,2026-01-20 08:41:52
8399,Spring,262,2026-01-20 08:41:52
8399,Summer,113,2026-01-20 08:41:52
8402,Winter,4,2026-01-20 08:41:52
8402,Fall,4,2026-01-20 08:41:52
8402,Summer,2,2026-01-20 08:41:52
8402,Spring,2,2026-01-20 08:41:52
8403,Spring,318,2026-01-20 08:41:52
8403,Summer,220,2026-01-20 08:41:52
8403,Fall,213,2026-01-20 08:41:52
8403,Winter,144,2026-01-20 08:41:52
8406,Fall,7,2026-01-20 08:41:52
8406,Winter,6,2026-01-20 08:41:52
8406,Spring,3,2026-01-20 08:41:52
8406,Summer,2,2026-01-20 08:41:52
8407,Winter,320,2026-01-20 08:41:52
8407,Fall,295,2026-01-20 08:41:52
8407,Spring,107,2026-01-20 08:41:52
8407,Summer,73,2026-01-20 08:41:52
8408,Summer,49,2026-01-20 08:41:52
8408,Spring,48,2026-01-20 08:41:52
8408,Fall,26,2026-01-20 08:41:52
8408,Winter,10,2026-01-20 08:41:52
8411,Spring,127,2026-01-20 08:41:52
8411,Fall,113,2026-01-20 08:41:52
8411,Summer,109,2026-01-20 08:41:52
8411,Winter,65,2026-01-20 08:41:52
8412,Winter,36,2026-01-20 08:41:52
8412,Fall,36,2026-01-20 08:41:52
8412,Spring,15,2026-01-20 08:41:52
8412,Summer,5,2026-01-20 08:41:52
8414,Spring,9,2026-01-20 08:41:52
8414,Summer,8,2026-01-20 08:41:52
8414,Fall,4,2026-01-20 08:41:52
8414,Winter,3,2026-01-20 08:41:52
8415,Spring,139,2026-01-20 08:41:52
8415,Summer,133,2026-01-20 08:41:52
8415,Fall,75,2026-01-20 08:41:52
8415,Winter,32,2026-01-20 08:41:52
8416,Fall,25,2026-01-20 08:41:52
8416,Spring,19,2026-01-20 08:41:52
8416,Winter,17,2026-01-20 08:41:52
8416,Summer,9,2026-01-20 08:41:52
8418,Winter,6,2026-01-20 08:41:52
8418,Fall,6,2026-01-20 08:41:52
8418,Summer,1,2026-01-20 08:41:52
8418,Spring,1,2026-01-20 08:41:52
8419,Spring,136,2026-01-20 08:41:52
8419,Summer,134,2026-01-20 08:41:52
8419,Fall,81,2026-01-20 08:41:52
8419,Winter,33,2026-01-20 08:41:52
8421,Summer,27,2026-01-20 08:41:52
8421,Spring,25,2026-01-20 08:41:52
8421,Fall,12,2026-01-20 08:41:52
8421,Winter,3,2026-01-20 08:41:52
8422,Spring,9,2026-01-20 08:41:52
8422,Fall,8,2026-01-20 08:41:52
8422,Summer,6,2026-01-20 08:41:52
8422,Winter,5,2026-01-20 08:41:52
8423,Spring,124,2026-01-20 08:41:52
8423,Summer,101,2026-01-20 08:41:52
8423,Fall,68,2026-01-20 08:41:52
8423,Winter,25,2026-01-20 08:41:52
8425,Winter,23,2026-01-20 08:41:52
8425,Fall,23,2026-01-20 08:41:52
8425,Spring,16,2026-01-20 08:41:52
8425,Summer,3,2026-01-20 08:41:52
8426,Spring,7,2026-01-20 08:41:52
8426,Summer,4,2026-01-20 08:41:52
8426,Winter,3,2026-01-20 08:41:52
8426,Fall,3,2026-01-20 08:41:52
8427,Summer,88,2026-01-20 08:41:52
8427,Spring,75,2026-01-20 08:41:52
8427,Fall,18,2026-01-20 08:41:52
8429,Summer,24,2026-01-20 08:41:52
8429,Spring,23,2026-01-20 08:41:52
8429,Fall,14,2026-01-20 08:41:52
8429,Winter,4,2026-01-20 08:41:52
8430,Winter,5,2026-01-20 08:41:52
8430,Fall,5,2026-01-20 08:41:52
8430,Spring,3,2026-01-20 08:41:52
8430,Summer,1,2026-01-20 08:41:52
8434,Winter,6,2026-01-20 08:41:52
8434,Fall,6,2026-01-20 08:41:52
8434,Spring,2,2026-01-20 08:41:52
8434,Summer,1,2026-01-20 08:41:52
8436,Fall,64,2026-01-20 08:41:52
8436,Spring,51,2026-01-20 08:41:52
8436,Winter,40,2026-01-20 08:41:52
8436,Summer,38,2026-01-20 08:41:52
8439,Winter,83,2026-01-20 08:41:52
8439,Fall,78,2026-01-20 08:41:52
8439,Spring,24,2026-01-20 08:41:52
8440,Summer,19,2026-01-20 08:41:52
8440,Spring,17,2026-01-20 08:41:52
8440,Fall,3,2026-01-20 08:41:52
8442,Winter,1,2026-01-20 08:41:52
8442,Fall,1,2026-01-20 08:41:52
8442,Summer,1,2026-01-20 08:41:52
8442,Spring,1,2026-01-20 08:41:52
8447,Spring,44,2026-01-20 08:41:52
8447,Summer,40,2026-01-20 08:41:52
8447,Fall,27,2026-01-20 08:41:52
8447,Winter,12,2026-01-20 08:41:52
8448,Fall,17,2026-01-20 08:41:52
8448,Spring,15,2026-01-20 08:41:52
8448,Winter,13,2026-01-20 08:41:52
8448,Summer,7,2026-01-20 08:41:52
8450,Spring,10,2026-01-20 08:41:52
8450,Summer,9,2026-01-20 08:41:52
8450,Fall,5,2026-01-20 08:41:52
8450,Winter,2,2026-01-20 08:41:52
8451,Summer,4,2026-01-20 08:41:52
8451,Spring,4,2026-01-20 08:41:52
8451,Fall,1,2026-01-20 08:41:52
8452,Fall,11,2026-01-20 08:41:52
8452,Spring,10,2026-01-20 08:41:52
8452,Winter,8,2026-01-20 08:41:52
8452,Summer,2,2026-01-20 08:41:52
8455,Spring,12,2026-01-20 08:41:52
8455,Summer,10,2026-01-20 08:41:52
8455,Fall,9,2026-01-20 08:41:52
8455,Winter,2,2026-01-20 08:41:52
8456,Summer,5,2026-01-20 08:41:52
8456,Spring,5,2026-01-20 08:41:52
8456,Fall,3,2026-01-20 08:41:52
8456,Winter,1,2026-01-20 08:41:52
8457,Fall,55,2026-01-20 08:41:52
8457,Winter,45,2026-01-20 08:41:52
8457,Spring,44,2026-01-20 08:41:52
8457,Summer,21,2026-01-20 08:41:52
8458,Spring,1153,2026-01-20 08:41:52
8458,Summer,1064,2026-01-20 08:41:52
8458,Fall,963,2026-01-20 08:41:52
8458,Winter,612,2026-01-20 08:41:52
8461,Spring,889,2026-01-20 08:41:52
8461,Summer,800,2026-01-20 08:41:52
8461,Fall,700,2026-01-20 08:41:52
8461,Winter,398,2026-01-20 08:41:52
8463,Spring,45,2026-01-20 08:41:52
8463,Summer,32,2026-01-20 08:41:52
8463,Fall,27,2026-01-20 08:41:52
8463,Winter,13,2026-01-20 08:41:52
8465,Summer,691,2026-01-20 08:41:52
8465,Spring,610,2026-01-20 08:41:52
8465,Fall,238,2026-01-20 08:41:52
8465,Winter,91,2026-01-20 08:41:52
8466,Spring,7,2026-01-20 08:41:52
8466,Fall,6,2026-01-20 08:41:52
8466,Summer,2,2026-01-20 08:41:52
8466,Winter,1,2026-01-20 08:41:52
8467,Fall,4,2026-01-20 08:41:52
8467,Summer,4,2026-01-20 08:41:52
8467,Spring,4,2026-01-20 08:41:52
8467,Winter,3,2026-01-20 08:41:52
8468,Spring,60,2026-01-20 08:41:52
8468,Fall,49,2026-01-20 08:41:52
8468,Summer,44,2026-01-20 08:41:52
8468,Winter,30,2026-01-20 08:41:52
8470,Summer,5,2026-01-20 08:41:52
8470,Spring,3,2026-01-20 08:41:52
8471,Winter,4,2026-01-20 08:41:52
8471,Fall,4,2026-01-20 08:41:52
8471,Spring,2,2026-01-20 08:41:52
8471,Summer,1,2026-01-20 08:41:52
8472,Fall,51,2026-01-20 08:41:52
8472,Winter,50,2026-01-20 08:41:52
8472,Spring,33,2026-01-20 08:41:52
8472,Summer,18,2026-01-20 08:41:52
8473,Spring,569,2026-01-20 08:41:52
8473,Fall,547,2026-01-20 08:41:52
8473,Summer,480,2026-01-20 08:41:52
8473,Winter,402,2026-01-20 08:41:52
8474,Summer,9,2026-01-20 08:41:52
8474,Spring,7,2026-01-20 08:41:52
8476,Spring,48,2026-01-20 08:41:52
8476,Fall,43,2026-01-20 08:41:52
8476,Summer,34,2026-01-20 08:41:52
8476,Winter,28,2026-01-20 08:41:52
8477,Summer,4,2026-01-20 08:41:52
8477,Spring,2,2026-01-20 08:41:52
8477,Winter,1,2026-01-20 08:41:52
8477,Fall,1,2026-01-20 08:41:52
8478,Winter,1,2026-01-20 08:41:52
8478,Fall,1,2026-01-20 08:41:52
8482,Spring,7,2026-01-20 08:41:52
8482,Fall,6,2026-01-20 08:41:52
8482,Winter,2,2026-01-20 08:41:52
8482,Summer,2,2026-01-20 08:41:52
8488,Fall,57,2026-01-20 08:41:52
8488,Spring,56,2026-01-20 08:41:52
8488,Summer,46,2026-01-20 08:41:52
8488,Winter,40,2026-01-20 08:41:52
8489,Summer,5,2026-01-20 08:41:52
8489,Spring,5,2026-01-20 08:41:52
8489,Winter,1,2026-01-20 08:41:52
8489,Fall,1,2026-01-20 08:41:52
8490,Fall,6,2026-01-20 08:41:52
8490,Spring,4,2026-01-20 08:41:52
8490,Winter,3,2026-01-20 08:41:52
8490,Summer,3,2026-01-20 08:41:52
8491,Spring,2,2026-01-20 08:41:52
8491,Winter,1,2026-01-20 08:41:52
8491,Fall,1,2026-01-20 08:41:52
8491,Summer,1,2026-01-20 08:41:52
8492,Spring,476,2026-01-20 08:41:52
8492,Summer,419,2026-01-20 08:41:52
8492,Fall,383,2026-01-20 08:41:52
8492,Winter,211,2026-01-20 08:41:52
8493,Spring,36,2026-01-20 08:41:52
8493,Fall,32,2026-01-20 08:41:52
8493,Summer,32,2026-01-20 08:41:52
8493,Winter,13,2026-01-20 08:41:52
8494,Summer,5,2026-01-20 08:41:52
8494,Spring,5,2026-01-20 08:41:52
8494,Fall,4,2026-01-20 08:41:52
8495,Summer,1,2026-01-20 08:41:52
8495,Spring,1,2026-01-20 08:41:52
8497,Fall,430,2026-01-20 08:41:52
8497,Winter,406,2026-01-20 08:41:52
8497,Spring,262,2026-01-20 08:41:52
8497,Summer,113,2026-01-20 08:41:52
8498,Summer,5,2026-01-20 08:41:52
8498,Spring,3,2026-01-20 08:41:52
8498,Winter,1,2026-01-20 08:41:52
8498,Fall,1,2026-01-20 08:41:52
8499,Summer,2,2026-01-20 08:41:52
8499,Spring,2,2026-01-20 08:41:52
8499,Fall,1,2026-01-20 08:41:52
8500,Fall,396,2026-01-20 08:41:52
8500,Winter,363,2026-01-20 08:41:52
8500,Spring,238,2026-01-20 08:41:52
8500,Summer,88,2026-01-20 08:41:52
8502,Spring,27,2026-01-20 08:41:52
8502,Fall,23,2026-01-20 08:41:52
8502,Summer,22,2026-01-20 08:41:52
8502,Winter,10,2026-01-20 08:41:52
8505,Fall,376,2026-01-20 08:41:52
8505,Winter,342,2026-01-20 08:41:52
8505,Spring,328,2026-01-20 08:41:52
8505,Summer,205,2026-01-20 08:41:52
8506,Fall,36,2026-01-20 08:41:52
8506,Spring,36,2026-01-20 08:41:52
8506,Summer,24,2026-01-20 08:41:52
8506,Winter,10,2026-01-20 08:41:52
8507,Winter,2,2026-01-20 08:41:52
8507,Fall,2,2026-01-20 08:41:52
8507,Summer,1,2026-01-20 08:41:52
8507,Spring,1,2026-01-20 08:41:52
8509,Fall,303,2026-01-20 08:41:52
8509,Spring,295,2026-01-20 08:41:52
8509,Winter,209,2026-01-20 08:41:52
8509,Summer,201,2026-01-20 08:41:52
8511,Summer,1,2026-01-20 08:41:52
8511,Spring,1,2026-01-20 08:41:52
8513,Fall,340,2026-01-20 08:41:52
8513,Winter,301,2026-01-20 08:41:52
8513,Spring,206,2026-01-20 08:41:52
8513,Summer,97,2026-01-20 08:41:52
8514,Spring,52,2026-01-20 08:41:52
8514,Summer,46,2026-01-20 08:41:52
8514,Fall,19,2026-01-20 08:41:52
8514,Winter,11,2026-01-20 08:41:52
8517,Fall,337,2026-01-20 08:41:52
8517,Winter,320,2026-01-20 08:41:52
8517,Spring,194,2026-01-20 08:41:52
8517,Summer,95,2026-01-20 08:41:52
8518,Spring,36,2026-01-20 08:41:52
8518,Fall,32,2026-01-20 08:41:52
8518,Summer,18,2026-01-20 08:41:52
8518,Winter,14,2026-01-20 08:41:52
8519,Fall,2,2026-01-20 08:41:52
8519,Spring,2,2026-01-20 08:41:52
8519,Winter,1,2026-01-20 08:41:52
8519,Summer,1,2026-01-20 08:41:52
8520,Winter,3,2026-01-20 08:41:52
8520,Fall,3,2026-01-20 08:41:52
8520,Spring,3,2026-01-20 08:41:52
8521,Fall,298,2026-01-20 08:41:52
8521,Winter,286,2026-01-20 08:41:52
8521,Spring,173,2026-01-20 08:41:52
8521,Summer,82,2026-01-20 08:41:52
8522,Spring,50,2026-01-20 08:41:52
8522,Fall,37,2026-01-20 08:41:52
8522,Summer,33,2026-01-20 08:41:52
8522,Winter,23,2026-01-20 08:41:52
8523,Fall,1,2026-01-20 08:41:52
8523,Summer,1,2026-01-20 08:41:52
8523,Spring,1,2026-01-20 08:41:52
8526,Summer,30,2026-01-20 08:41:52
8526,Spring,25,2026-01-20 08:41:52
8526,Fall,9,2026-01-20 08:41:52
8528,Summer,2,2026-01-20 08:41:52
8528,Spring,2,2026-01-20 08:41:52
8528,Fall,1,2026-01-20 08:41:52
8529,Spring,319,2026-01-20 08:41:52
8529,Summer,301,2026-01-20 08:41:52
8529,Fall,123,2026-01-20 08:41:52
8529,Winter,62,2026-01-20 08:41:52
8532,Winter,2,2026-01-20 08:41:52
8532,Fall,2,2026-01-20 08:41:52
8533,Fall,262,2026-01-20 08:41:52
8533,Winter,259,2026-01-20 08:41:52
8533,Spring,120,2026-01-20 08:41:52
8533,Summer,43,2026-01-20 08:41:52
8537,Fall,35,2026-01-20 08:41:52
8537,Winter,30,2026-01-20 08:41:52
8537,Spring,23,2026-01-20 08:41:52
8537,Summer,9,2026-01-20 08:41:52
8538,Fall,1,2026-01-20 08:41:52
8538,Spring,1,2026-01-20 08:41:52
8539,Spring,267,2026-01-20 08:41:52
8539,Summer,248,2026-01-20 08:41:52
8539,Fall,190,2026-01-20 08:41:52
8539,Winter,90,2026-01-20 08:41:52
8542,Fall,22,2026-01-20 08:41:52
8542,Spring,22,2026-01-20 08:41:52
8542,Summer,20,2026-01-20 08:41:52
8542,Winter,12,2026-01-20 08:41:52
8543,Spring,212,2026-01-20 08:41:52
8543,Summer,209,2026-01-20 08:41:52
8543,Fall,98,2026-01-20 08:41:52
8543,Winter,48,2026-01-20 08:41:52
8544,Summer,2,2026-01-20 08:41:52
8544,Spring,2,2026-01-20 08:41:52
8544,Winter,1,2026-01-20 08:41:52
8544,Fall,1,2026-01-20 08:41:52
8546,Spring,37,2026-01-20 08:41:52
8546,Summer,36,2026-01-20 08:41:52
8546,Fall,15,2026-01-20 08:41:52
8546,Winter,8,2026-01-20 08:41:52
8547,Fall,274,2026-01-20 08:41:52
8547,Spring,246,2026-01-20 08:41:52
8547,Winter,220,2026-01-20 08:41:52
8547,Summer,152,2026-01-20 08:41:52
8550,Spring,25,2026-01-20 08:41:52
8550,Fall,24,2026-01-20 08:41:52
8550,Summer,18,2026-01-20 08:41:52
8550,Winter,9,2026-01-20 08:41:52
8551,Spring,250,2026-01-20 08:41:52
8551,Summer,226,2026-01-20 08:41:52
8551,Fall,105,2026-01-20 08:41:52
8551,Winter,48,2026-01-20 08:41:52
8555,Spring,40,2026-01-20 08:41:52
8555,Summer,38,2026-01-20 08:41:52
8555,Fall,15,2026-01-20 08:41:52
8555,Winter,6,2026-01-20 08:41:52
8558,Spring,34,2026-01-20 08:41:52
8558,Summer,30,2026-01-20 08:41:52
8558,Fall,19,2026-01-20 08:41:52
8558,Winter,8,2026-01-20 08:41:52
8559,Spring,225,2026-01-20 08:41:52
8559,Summer,177,2026-01-20 08:41:52
8559,Fall,168,2026-01-20 08:41:52
8559,Winter,111,2026-01-20 08:41:52
8562,Spring,31,2026-01-20 08:41:52
8562,Fall,26,2026-01-20 08:41:52
8562,Summer,23,2026-01-20 08:41:52
8562,Winter,17,2026-01-20 08:41:52
8563,Spring,219,2026-01-20 08:41:52
8563,Summer,176,2026-01-20 08:41:52
8563,Fall,152,2026-01-20 08:41:52
8563,Winter,76,2026-01-20 08:41:52
8567,Spring,236,2026-01-20 08:41:52
8567,Summer,214,2026-01-20 08:41:52
8567,Fall,164,2026-01-20 08:41:52
8567,Winter,85,2026-01-20 08:41:52
8570,Spring,22,2026-01-20 08:41:52
8570,Summer,19,2026-01-20 08:41:52
8570,Fall,17,2026-01-20 08:41:52
8570,Winter,5,2026-01-20 08:41:52
8571,Fall,202,2026-01-20 08:41:52
8571,Spring,189,2026-01-20 08:41:52
8571,Winter,135,2026-01-20 08:41:52
8571,Summer,118,2026-01-20 08:41:52
8576,Winter,2,2026-01-20 08:41:52
8576,Fall,2,2026-01-20 08:41:52
8576,Spring,2,2026-01-20 08:41:52
8576,Summer,1,2026-01-20 08:41:52
8578,Spring,252,2026-01-20 08:41:52
8578,Summer,201,2026-01-20 08:41:52
8578,Fall,162,2026-01-20 08:41:52
8578,Winter,88,2026-01-20 08:41:52
8579,Spring,27,2026-01-20 08:41:52
8579,Fall,20,2026-01-20 08:41:52
8579,Summer,15,2026-01-20 08:41:52
8579,Winter,12,2026-01-20 08:41:52
8582,Spring,194,2026-01-20 08:41:52
8582,Summer,170,2026-01-20 08:41:52
8582,Fall,152,2026-01-20 08:41:52
8582,Winter,89,2026-01-20 08:41:52
8584,Spring,27,2026-01-20 08:41:52
8584,Summer,18,2026-01-20 08:41:52
8584,Fall,12,2026-01-20 08:41:52
8584,Winter,7,2026-01-20 08:41:52
8586,Fall,181,2026-01-20 08:41:52
8586,Spring,155,2026-01-20 08:41:52
8586,Winter,128,2026-01-20 08:41:52
8586,Summer,111,2026-01-20 08:41:52
8588,Spring,32,2026-01-20 08:41:52
8588,Summer,27,2026-01-20 08:41:52
8588,Fall,18,2026-01-20 08:41:52
8588,Winter,10,2026-01-20 08:41:52
8589,Summer,1,2026-01-20 08:41:52
8590,Fall,115,2026-01-20 08:41:52
8590,Winter,101,2026-01-20 08:41:52
8590,Spring,81,2026-01-20 08:41:52
8590,Summer,37,2026-01-20 08:41:52
8592,Spring,28,2026-01-20 08:41:52
8592,Summer,21,2026-01-20 08:41:52
8592,Fall,18,2026-01-20 08:41:52
8592,Winter,8,2026-01-20 08:41:52
8593,Fall,2,2026-01-20 08:41:52
8593,Spring,2,2026-01-20 08:41:52
8593,Summer,1,2026-01-20 08:41:52
8594,Spring,192,2026-01-20 08:41:52
8594,Summer,157,2026-01-20 08:41:52
8594,Fall,156,2026-01-20 08:41:52
8594,Winter,85,2026-01-20 08:41:52
8596,Summer,25,2026-01-20 08:41:52
8596,Spring,18,2026-01-20 08:41:52
8596,Fall,2,2026-01-20 08:41:52
8597,Winter,1,2026-01-20 08:41:52
8597,Fall,1,2026-01-20 08:41:52
8597,Spring,1,2026-01-20 08:41:52
8598,Spring,188,2026-01-20 08:41:52
8598,Summer,161,2026-01-20 08:41:52
8598,Fall,138,2026-01-20 08:41:52
8598,Winter,87,2026-01-20 08:41:52
8602,Spring,153,2026-01-20 08:41:52
