PERFUME_ID,SEASON,VOTE,LOAD_DT
9440,Spring,15,2026-01-20 08:41:52
9440,Summer,8,2026-01-20 08:41:52
9441,Winter,2,2026-01-20 08:41:52
9441,Fall,2,2026-01-20 08:41:52
9441,Summer,2,2026-01-20 08:41:52
9441,Spring,2,2026-01-20 08:41:52
9442,Spring,80,2026-01-20 08:41:52
9442,Fall,70,2026-01-20 08:41:52
9442,Summer,62,2026-01-20 08:41:52
9442,Winter,32,2026-01-20 08:41:52
9443,Summer,40,2026-01-20 08:41:52
9443,Spring,40,2026-01-20 08:41:52
9443,Fall,13,2026-01-20 08:41:52
9443,Winter,4,2026-01-20 08:41:52
9444,Spring,27,2026-01-20 08:41:52
9444,Summer,21,2026-01-20 08:41:52
9444,Fall,15,2026-01-20 08:41:52
9444,Winter,8,2026-01-20 08:41:52
9446,Summer,65,2026-01-20 08:41:52
9446,Spring,53,2026-01-20 08:41:52
9446,Fall,18,2026-01-20 08:41:52
9446,Winter,8,2026-01-20 08:41:52
9447,Summer,32,2026-01-20 08:41:52
9447,Spring,27,2026-01-20 08:41:52
9447,Fall,24,2026-01-20 08:41:52
9447,Winter,15,2026-01-20 08:41:52
9448,Winter,17,2026-01-20 08:41:52
9448,Fall,17,2026-01-20 08:41:52
9448,Spring,5,2026-01-20 08:41:52
9448,Summer,4,2026-01-20 08:41:52
9450,Spring,74,2026-01-20 08:41:52
9450,Summer,66,2026-01-20 08:41:52
9450,Fall,31,2026-01-20 08:41:52
9450,Winter,16,2026-01-20 08:41:52
9451,Fall,26,2026-01-20 08:41:52
9451,Spring,26,2026-01-20 08:41:52
9451,Summer,24,2026-01-20 08:41:52
9451,Winter,18,2026-01-20 08:41:52
9452,Spring,21,2026-01-20 08:41:52
9452,Summer,17,2026-01-20 08:41:52
9452,Fall,10,2026-01-20 08:41:52
9452,Winter,5,2026-01-20 08:41:52
9455,Spring,53,2026-01-20 08:41:52
9455,Summer,47,2026-01-20 08:41:52
9455,Fall,37,2026-01-20 08:41:52
9455,Winter,12,2026-01-20 08:41:52
9456,Summer,29,2026-01-20 08:41:52
9456,Spring,25,2026-01-20 08:41:52
9456,Fall,16,2026-01-20 08:41:52
9456,Winter,6,2026-01-20 08:41:52
9459,Fall,90,2026-01-20 08:41:52
9459,Winter,67,2026-01-20 08:41:52
9459,Spring,64,2026-01-20 08:41:52
9459,Summer,26,2026-01-20 08:41:52
9460,Spring,13,2026-01-20 08:41:52
9460,Summer,10,2026-01-20 08:41:52
9460,Fall,6,2026-01-20 08:41:52
9460,Winter,5,2026-01-20 08:41:52
9463,Fall,132,2026-01-20 08:41:52
9463,Winter,126,2026-01-20 08:41:52
9463,Spring,65,2026-01-20 08:41:52
9463,Summer,23,2026-01-20 08:41:52
9464,Spring,26,2026-01-20 08:41:52
9464,Summer,20,2026-01-20 08:41:52
9464,Fall,12,2026-01-20 08:41:52
9464,Winter,5,2026-01-20 08:41:52
9466,Spring,65,2026-01-20 08:41:52
9466,Summer,57,2026-01-20 08:41:52
9466,Fall,39,2026-01-20 08:41:52
9466,Winter,17,2026-01-20 08:41:52
9468,Summer,27,2026-01-20 08:41:52
9468,Spring,24,2026-01-20 08:41:52
9468,Fall,13,2026-01-20 08:41:52
9468,Winter,4,2026-01-20 08:41:52
9470,Fall,71,2026-01-20 08:41:52
9470,Winter,67,2026-01-20 08:41:52
9470,Spring,34,2026-01-20 08:41:52
9470,Summer,11,2026-01-20 08:41:52
9471,Fall,102,2026-01-20 08:41:52
9471,Spring,78,2026-01-20 08:41:52
9471,Winter,73,2026-01-20 08:41:52
9471,Summer,33,2026-01-20 08:41:52
9472,Summer,28,2026-01-20 08:41:52
9472,Spring,25,2026-01-20 08:41:52
9472,Fall,8,2026-01-20 08:41:52
9472,Winter,3,2026-01-20 08:41:52
9475,Spring,78,2026-01-20 08:41:52
9475,Fall,69,2026-01-20 08:41:52
9475,Summer,56,2026-01-20 08:41:52
9475,Winter,45,2026-01-20 08:41:52
9478,Fall,97,2026-01-20 08:41:52
9478,Winter,70,2026-01-20 08:41:52
9478,Spring,62,2026-01-20 08:41:52
9478,Summer,25,2026-01-20 08:41:52
9479,Fall,59,2026-01-20 08:41:52
9479,Spring,49,2026-01-20 08:41:52
9479,Winter,33,2026-01-20 08:41:52
9479,Summer,25,2026-01-20 08:41:52
9482,Summer,62,2026-01-20 08:41:52
9482,Spring,53,2026-01-20 08:41:52
9482,Fall,25,2026-01-20 08:41:52
9482,Winter,7,2026-01-20 08:41:52
9483,Fall,53,2026-01-20 08:41:52
9483,Winter,42,2026-01-20 08:41:52
9483,Spring,42,2026-01-20 08:41:52
9483,Summer,16,2026-01-20 08:41:52
9484,Fall,19,2026-01-20 08:41:52
9484,Winter,17,2026-01-20 08:41:52
9484,Spring,4,2026-01-20 08:41:52
9484,Summer,2,2026-01-20 08:41:52
9487,Winter,61,2026-01-20 08:41:52
9487,Fall,59,2026-01-20 08:41:52
9487,Spring,18,2026-01-20 08:41:52
9487,Summer,13,2026-01-20 08:41:52
9488,Summer,20,2026-01-20 08:41:52
9488,Spring,15,2026-01-20 08:41:52
9488,Fall,6,2026-01-20 08:41:52
9491,Spring,43,2026-01-20 08:41:52
9491,Summer,36,2026-01-20 08:41:52
9491,Fall,31,2026-01-20 08:41:52
9491,Winter,13,2026-01-20 08:41:52
9492,Winter,11,2026-01-20 08:41:52
9492,Fall,11,2026-01-20 08:41:52
9492,Spring,10,2026-01-20 08:41:52
9492,Summer,6,2026-01-20 08:41:52
9494,Summer,47,2026-01-20 08:41:52
9494,Spring,43,2026-01-20 08:41:52
9494,Fall,14,2026-01-20 08:41:52
9495,Spring,33,2026-01-20 08:41:52
9495,Summer,31,2026-01-20 08:41:52
9495,Fall,18,2026-01-20 08:41:52
9495,Winter,9,2026-01-20 08:41:52
9496,Summer,10,2026-01-20 08:41:52
9496,Spring,9,2026-01-20 08:41:52
9496,Fall,1,2026-01-20 08:41:52
9498,Fall,58,2026-01-20 08:41:52
9498,Winter,56,2026-01-20 08:41:52
9498,Spring,22,2026-01-20 08:41:52
9498,Summer,11,2026-01-20 08:41:52
9500,Summer,14,2026-01-20 08:41:52
9500,Spring,11,2026-01-20 08:41:52
9500,Fall,7,2026-01-20 08:41:52
9501,Fall,439,2026-01-20 08:41:52
9501,Winter,402,2026-01-20 08:41:52
9501,Spring,287,2026-01-20 08:41:52
9501,Summer,102,2026-01-20 08:41:52
9502,Fall,41,2026-01-20 08:41:52
9502,Spring,40,2026-01-20 08:41:52
9502,Winter,23,2026-01-20 08:41:52
9502,Summer,22,2026-01-20 08:41:52
9503,Spring,25,2026-01-20 08:41:52
9503,Fall,24,2026-01-20 08:41:52
9503,Winter,15,2026-01-20 08:41:52
9503,Summer,12,2026-01-20 08:41:52
9504,Spring,11,2026-01-20 08:41:52
9504,Summer,8,2026-01-20 08:41:52
9504,Fall,4,2026-01-20 08:41:52
9504,Winter,2,2026-01-20 08:41:52
9505,Fall,191,2026-01-20 08:41:52
9505,Winter,160,2026-01-20 08:41:52
9505,Spring,149,2026-01-20 08:41:52
9505,Summer,62,2026-01-20 08:41:52
9507,Fall,39,2026-01-20 08:41:52
9507,Winter,37,2026-01-20 08:41:52
9507,Spring,27,2026-01-20 08:41:52
9507,Summer,12,2026-01-20 08:41:52
9508,Fall,14,2026-01-20 08:41:52
9508,Winter,13,2026-01-20 08:41:52
9508,Spring,7,2026-01-20 08:41:52
9508,Summer,5,2026-01-20 08:41:52
9509,Spring,136,2026-01-20 08:41:52
9509,Fall,113,2026-01-20 08:41:52
9509,Summer,99,2026-01-20 08:41:52
9509,Winter,66,2026-01-20 08:41:52
9511,Spring,28,2026-01-20 08:41:52
9511,Summer,22,2026-01-20 08:41:52
9511,Fall,16,2026-01-20 08:41:52
9511,Winter,9,2026-01-20 08:41:52
9513,Spring,137,2026-01-20 08:41:52
9513,Fall,130,2026-01-20 08:41:52
9513,Winter,99,2026-01-20 08:41:52
9513,Summer,83,2026-01-20 08:41:52
9514,Fall,19,2026-01-20 08:41:52
9514,Winter,11,2026-01-20 08:41:52
9514,Spring,9,2026-01-20 08:41:52
9514,Summer,6,2026-01-20 08:41:52
9515,Spring,51,2026-01-20 08:41:52
9515,Summer,41,2026-01-20 08:41:52
9515,Fall,30,2026-01-20 08:41:52
9515,Winter,14,2026-01-20 08:41:52
9517,Fall,123,2026-01-20 08:41:52
9517,Winter,109,2026-01-20 08:41:52
9517,Spring,82,2026-01-20 08:41:52
9517,Summer,34,2026-01-20 08:41:52
9518,Summer,8,2026-01-20 08:41:52
9518,Spring,7,2026-01-20 08:41:52
9518,Fall,3,2026-01-20 08:41:52
9519,Spring,42,2026-01-20 08:41:52
9519,Fall,39,2026-01-20 08:41:52
9519,Summer,36,2026-01-20 08:41:52
9519,Winter,11,2026-01-20 08:41:52
9520,Summer,12,2026-01-20 08:41:52
9520,Spring,12,2026-01-20 08:41:52
9520,Fall,3,2026-01-20 08:41:52
9521,Spring,123,2026-01-20 08:41:52
9521,Summer,108,2026-01-20 08:41:52
9521,Fall,69,2026-01-20 08:41:52
9521,Winter,37,2026-01-20 08:41:52
9522,Winter,15,2026-01-20 08:41:52
9522,Fall,15,2026-01-20 08:41:52
9522,Spring,6,2026-01-20 08:41:52
9522,Summer,3,2026-01-20 08:41:52
9523,Spring,38,2026-01-20 08:41:52
9523,Summer,26,2026-01-20 08:41:52
9523,Fall,21,2026-01-20 08:41:52
9523,Winter,10,2026-01-20 08:41:52
9524,Fall,23,2026-01-20 08:41:52
9524,Spring,20,2026-01-20 08:41:52
9524,Winter,17,2026-01-20 08:41:52
9524,Summer,16,2026-01-20 08:41:52
9525,Summer,117,2026-01-20 08:41:52
9525,Spring,108,2026-01-20 08:41:52
9525,Fall,50,2026-01-20 08:41:52
9525,Winter,20,2026-01-20 08:41:52
9526,Summer,13,2026-01-20 08:41:52
9526,Spring,12,2026-01-20 08:41:52
9526,Fall,6,2026-01-20 08:41:52
9526,Winter,3,2026-01-20 08:41:52
9527,Spring,38,2026-01-20 08:41:52
9527,Fall,34,2026-01-20 08:41:52
9527,Summer,28,2026-01-20 08:41:52
9527,Winter,22,2026-01-20 08:41:52
9528,Fall,33,2026-01-20 08:41:52
9528,Winter,28,2026-01-20 08:41:52
9528,Spring,22,2026-01-20 08:41:52
9528,Summer,12,2026-01-20 08:41:52
9529,Fall,107,2026-01-20 08:41:52
9529,Spring,92,2026-01-20 08:41:52
9529,Winter,74,2026-01-20 08:41:52
9529,Summer,32,2026-01-20 08:41:52
9530,Winter,5,2026-01-20 08:41:52
9530,Fall,4,2026-01-20 08:41:52
9530,Spring,4,2026-01-20 08:41:52
9530,Summer,3,2026-01-20 08:41:52
9531,Spring,31,2026-01-20 08:41:52
9531,Summer,26,2026-01-20 08:41:52
9531,Fall,19,2026-01-20 08:41:52
9531,Winter,11,2026-01-20 08:41:52
9532,Spring,29,2026-01-20 08:41:52
9532,Summer,27,2026-01-20 08:41:52
9532,Fall,18,2026-01-20 08:41:52
9532,Winter,11,2026-01-20 08:41:52
9533,Fall,93,2026-01-20 08:41:52
9533,Spring,74,2026-01-20 08:41:52
9533,Winter,70,2026-01-20 08:41:52
9533,Summer,40,2026-01-20 08:41:52
9534,Fall,5,2026-01-20 08:41:52
9534,Spring,4,2026-01-20 08:41:52
9534,Winter,3,2026-01-20 08:41:52
9534,Summer,3,2026-01-20 08:41:52
9535,Spring,45,2026-01-20 08:41:52
9535,Summer,42,2026-01-20 08:41:52
9535,Fall,20,2026-01-20 08:41:52
9535,Winter,9,2026-01-20 08:41:52
9536,Summer,23,2026-01-20 08:41:52
9536,Spring,23,2026-01-20 08:41:52
9536,Fall,12,2026-01-20 08:41:52
9536,Winter,3,2026-01-20 08:41:52
9537,Fall,82,2026-01-20 08:41:52
9537,Winter,78,2026-01-20 08:41:52
9537,Spring,56,2026-01-20 08:41:52
9537,Summer,28,2026-01-20 08:41:52
9538,Fall,30,2026-01-20 08:41:52
9538,Winter,27,2026-01-20 08:41:52
9538,Spring,21,2026-01-20 08:41:52
9538,Summer,8,2026-01-20 08:41:52
9539,Spring,27,2026-01-20 08:41:52
9539,Summer,20,2026-01-20 08:41:52
9539,Fall,17,2026-01-20 08:41:52
9539,Winter,4,2026-01-20 08:41:52
9540,Spring,19,2026-01-20 08:41:52
9540,Summer,17,2026-01-20 08:41:52
9540,Fall,13,2026-01-20 08:41:52
9540,Winter,9,2026-01-20 08:41:52
9542,Summer,37,2026-01-20 08:41:52
9542,Spring,32,2026-01-20 08:41:52
9542,Fall,11,2026-01-20 08:41:52
9542,Winter,6,2026-01-20 08:41:52
9543,Spring,30,2026-01-20 08:41:52
9543,Fall,24,2026-01-20 08:41:52
9543,Winter,23,2026-01-20 08:41:52
9543,Summer,22,2026-01-20 08:41:52
9544,Fall,20,2026-01-20 08:41:52
9544,Spring,19,2026-01-20 08:41:52
9544,Winter,13,2026-01-20 08:41:52
9544,Summer,13,2026-01-20 08:41:52
9545,Spring,67,2026-01-20 08:41:52
9545,Fall,63,2026-01-20 08:41:52
9545,Summer,47,2026-01-20 08:41:52
9545,Winter,28,2026-01-20 08:41:52
9546,Spring,30,2026-01-20 08:41:52
9546,Summer,24,2026-01-20 08:41:52
9546,Fall,20,2026-01-20 08:41:52
9546,Winter,6,2026-01-20 08:41:52
9547,Fall,29,2026-01-20 08:41:52
9547,Winter,26,2026-01-20 08:41:52
9547,Spring,24,2026-01-20 08:41:52
9547,Summer,15,2026-01-20 08:41:52
9548,Spring,24,2026-01-20 08:41:52
9548,Fall,22,2026-01-20 08:41:52
9548,Summer,18,2026-01-20 08:41:52
9548,Winter,16,2026-01-20 08:41:52
9549,Summer,46,2026-01-20 08:41:52
9549,Spring,42,2026-01-20 08:41:52
9549,Fall,11,2026-01-20 08:41:52
9550,Spring,37,2026-01-20 08:41:52
9550,Fall,32,2026-01-20 08:41:52
9550,Winter,18,2026-01-20 08:41:52
9550,Summer,11,2026-01-20 08:41:52
9551,Spring,35,2026-01-20 08:41:52
9551,Summer,31,2026-01-20 08:41:52
9551,Fall,11,2026-01-20 08:41:52
9553,Summer,20,2026-01-20 08:41:52
9553,Spring,18,2026-01-20 08:41:52
9553,Fall,6,2026-01-20 08:41:52
9553,Winter,4,2026-01-20 08:41:52
9554,Summer,28,2026-01-20 08:41:52
9554,Spring,27,2026-01-20 08:41:52
9554,Fall,6,2026-01-20 08:41:52
9554,Winter,5,2026-01-20 08:41:52
9555,Spring,34,2026-01-20 08:41:52
9555,Fall,29,2026-01-20 08:41:52
9555,Winter,23,2026-01-20 08:41:52
9555,Summer,14,2026-01-20 08:41:52
9556,Fall,15,2026-01-20 08:41:52
9556,Winter,12,2026-01-20 08:41:52
9556,Spring,8,2026-01-20 08:41:52
9556,Summer,3,2026-01-20 08:41:52
9557,Fall,5,2026-01-20 08:41:52
9557,Spring,5,2026-01-20 08:41:52
9557,Winter,3,2026-01-20 08:41:52
9557,Summer,2,2026-01-20 08:41:52
9558,Spring,33,2026-01-20 08:41:52
9558,Summer,31,2026-01-20 08:41:52
9558,Fall,10,2026-01-20 08:41:52
9559,Fall,27,2026-01-20 08:41:52
9559,Spring,24,2026-01-20 08:41:52
9559,Winter,15,2026-01-20 08:41:52
9559,Summer,15,2026-01-20 08:41:52
9560,Fall,22,2026-01-20 08:41:52
9560,Winter,21,2026-01-20 08:41:52
9560,Spring,16,2026-01-20 08:41:52
9560,Summer,13,2026-01-20 08:41:52
9561,Summer,9,2026-01-20 08:41:52
9561,Fall,8,2026-01-20 08:41:52
9561,Spring,8,2026-01-20 08:41:52
9561,Winter,7,2026-01-20 08:41:52
9562,Summer,40,2026-01-20 08:41:52
9562,Spring,24,2026-01-20 08:41:52
9562,Fall,5,2026-01-20 08:41:52
9563,Summer,25,2026-01-20 08:41:52
9563,Spring,24,2026-01-20 08:41:52
9563,Fall,13,2026-01-20 08:41:52
9563,Winter,7,2026-01-20 08:41:52
9564,Summer,13,2026-01-20 08:41:52
9564,Spring,13,2026-01-20 08:41:52
9564,Fall,12,2026-01-20 08:41:52
9564,Winter,3,2026-01-20 08:41:52
9565,Fall,7,2026-01-20 08:41:52
9565,Spring,7,2026-01-20 08:41:52
9565,Winter,4,2026-01-20 08:41:52
9565,Summer,3,2026-01-20 08:41:52
9566,Summer,40,2026-01-20 08:41:52
9566,Spring,36,2026-01-20 08:41:52
9566,Fall,13,2026-01-20 08:41:52
9566,Winter,6,2026-01-20 08:41:52
9567,Fall,27,2026-01-20 08:41:52
9567,Winter,25,2026-01-20 08:41:52
9567,Spring,21,2026-01-20 08:41:52
9567,Summer,5,2026-01-20 08:41:52
9568,Spring,16,2026-01-20 08:41:52
9568,Fall,13,2026-01-20 08:41:52
9568,Summer,13,2026-01-20 08:41:52
9568,Winter,2,2026-01-20 08:41:52
9569,Spring,27,2026-01-20 08:41:52
9569,Summer,19,2026-01-20 08:41:52
9569,Fall,18,2026-01-20 08:41:52
9569,Winter,10,2026-01-20 08:41:52
9570,Fall,5,2026-01-20 08:41:52
9570,Spring,4,2026-01-20 08:41:52
9570,Summer,3,2026-01-20 08:41:52
9570,Winter,2,2026-01-20 08:41:52
9572,Fall,14,2026-01-20 08:41:52
9572,Spring,13,2026-01-20 08:41:52
9572,Winter,9,2026-01-20 08:41:52
9572,Summer,6,2026-01-20 08:41:52
9573,Fall,44,2026-01-20 08:41:52
9573,Winter,39,2026-01-20 08:41:52
9573,Spring,27,2026-01-20 08:41:52
9573,Summer,11,2026-01-20 08:41:52
9574,Fall,6,2026-01-20 08:41:52
9574,Spring,4,2026-01-20 08:41:52
9574,Summer,3,2026-01-20 08:41:52
9574,Winter,2,2026-01-20 08:41:52
9575,Winter,32,2026-01-20 08:41:52
9575,Fall,29,2026-01-20 08:41:52
9575,Spring,13,2026-01-20 08:41:52
9576,Spring,18,2026-01-20 08:41:52
9576,Summer,14,2026-01-20 08:41:52
9576,Fall,8,2026-01-20 08:41:52
9576,Winter,7,2026-01-20 08:41:52
9577,Fall,30,2026-01-20 08:41:52
9577,Winter,21,2026-01-20 08:41:52
9577,Spring,21,2026-01-20 08:41:52
9577,Summer,11,2026-01-20 08:41:52
9580,Spring,14,2026-01-20 08:41:52
9580,Summer,13,2026-01-20 08:41:52
9580,Fall,4,2026-01-20 08:41:52
9581,Spring,30,2026-01-20 08:41:52
9581,Summer,26,2026-01-20 08:41:52
9582,Spring,11,2026-01-20 08:41:52
9582,Summer,7,2026-01-20 08:41:52
9582,Fall,2,2026-01-20 08:41:52
9582,Winter,1,2026-01-20 08:41:52
9583,Spring,26,2026-01-20 08:41:52
9583,Summer,19,2026-01-20 08:41:52
9583,Fall,14,2026-01-20 08:41:52
9583,Winter,5,2026-01-20 08:41:52
9584,Fall,11,2026-01-20 08:41:52
9584,Spring,9,2026-01-20 08:41:52
9584,Winter,6,2026-01-20 08:41:52
9584,Summer,2,2026-01-20 08:41:52
9586,Spring,30,2026-01-20 08:41:52
9586,Fall,29,2026-01-20 08:41:52
9586,Summer,20,2026-01-20 08:41:52
9586,Winter,15,2026-01-20 08:41:52
9587,Fall,23,2026-01-20 08:41:52
9587,Spring,19,2026-01-20 08:41:52
9587,Winter,15,2026-01-20 08:41:52
9587,Summer,13,2026-01-20 08:41:52
9588,Summer,17,2026-01-20 08:41:52
9588,Spring,16,2026-01-20 08:41:52
9588,Fall,15,2026-01-20 08:41:52
9588,Winter,8,2026-01-20 08:41:52
9589,Fall,10,2026-01-20 08:41:52
9589,Winter,7,2026-01-20 08:41:52
9589,Spring,6,2026-01-20 08:41:52
9589,Summer,2,2026-01-20 08:41:52
9590,Spring,35,2026-01-20 08:41:52
9590,Summer,34,2026-01-20 08:41:52
9590,Fall,22,2026-01-20 08:41:52
9590,Winter,8,2026-01-20 08:41:52
9593,Summer,13,2026-01-20 08:41:52
9593,Spring,11,2026-01-20 08:41:52
9593,Fall,2,2026-01-20 08:41:52
9594,Spring,34,2026-01-20 08:41:52
9594,Fall,27,2026-01-20 08:41:52
9594,Summer,25,2026-01-20 08:41:52
9594,Winter,12,2026-01-20 08:41:52
9595,Fall,24,2026-01-20 08:41:52
9595,Winter,17,2026-01-20 08:41:52
9595,Spring,15,2026-01-20 08:41:52
9595,Summer,8,2026-01-20 08:41:52
9596,Fall,9,2026-01-20 08:41:52
9596,Winter,8,2026-01-20 08:41:52
9596,Spring,4,2026-01-20 08:41:52
9596,Summer,1,2026-01-20 08:41:52
9597,Summer,14,2026-01-20 08:41:52
9597,Spring,11,2026-01-20 08:41:52
9598,Spring,37,2026-01-20 08:41:52
9598,Fall,33,2026-01-20 08:41:52
9598,Winter,22,2026-01-20 08:41:52
9598,Summer,22,2026-01-20 08:41:52
9599,Fall,23,2026-01-20 08:41:52
9599,Spring,23,2026-01-20 08:41:52
9599,Summer,15,2026-01-20 08:41:52
9599,Winter,13,2026-01-20 08:41:52
9600,Fall,15,2026-01-20 08:41:52
9600,Winter,14,2026-01-20 08:41:52
9600,Spring,11,2026-01-20 08:41:52
9600,Summer,8,2026-01-20 08:41:52
9601,Summer,18,2026-01-20 08:41:52
9601,Spring,15,2026-01-20 08:41:52
9601,Fall,3,2026-01-20 08:41:52
9602,Spring,29,2026-01-20 08:41:52
9602,Summer,27,2026-01-20 08:41:52
9602,Fall,13,2026-01-20 08:41:52
9602,Winter,7,2026-01-20 08:41:52
9603,Winter,24,2026-01-20 08:41:52
9603,Fall,22,2026-01-20 08:41:52
9603,Spring,7,2026-01-20 08:41:52
9605,Summer,26,2026-01-20 08:41:52
9605,Spring,26,2026-01-20 08:41:52
9605,Fall,3,2026-01-20 08:41:52
9606,Summer,10,2026-01-20 08:41:52
9606,Spring,8,2026-01-20 08:41:52
9606,Fall,1,2026-01-20 08:41:52
9607,Spring,23,2026-01-20 08:41:52
9607,Summer,18,2026-01-20 08:41:52
9607,Fall,12,2026-01-20 08:41:52
9607,Winter,4,2026-01-20 08:41:52
9608,Summer,13,2026-01-20 08:41:52
9608,Spring,13,2026-01-20 08:41:52
9609,Fall,22,2026-01-20 08:41:52
9609,Winter,20,2026-01-20 08:41:52
9609,Spring,10,2026-01-20 08:41:52
9609,Summer,5,2026-01-20 08:41:52
9610,Winter,8,2026-01-20 08:41:52
9610,Fall,8,2026-01-20 08:41:52
9610,Spring,5,2026-01-20 08:41:52
9610,Summer,3,2026-01-20 08:41:52
9611,Summer,32,2026-01-20 08:41:52
9611,Spring,27,2026-01-20 08:41:52
9611,Fall,12,2026-01-20 08:41:52
9612,Spring,7,2026-01-20 08:41:52
9612,Summer,5,2026-01-20 08:41:52
9612,Fall,3,2026-01-20 08:41:52
9612,Winter,1,2026-01-20 08:41:52
9613,Fall,29,2026-01-20 08:41:52
9613,Winter,23,2026-01-20 08:41:52
9613,Spring,17,2026-01-20 08:41:52
9613,Summer,13,2026-01-20 08:41:52
9614,Winter,9,2026-01-20 08:41:52
9614,Fall,9,2026-01-20 08:41:52
9614,Spring,5,2026-01-20 08:41:52
9614,Summer,2,2026-01-20 08:41:52
9615,Winter,15,2026-01-20 08:41:52
9615,Fall,15,2026-01-20 08:41:52
9615,Spring,7,2026-01-20 08:41:52
9615,Summer,4,2026-01-20 08:41:52
9616,Summer,12,2026-01-20 08:41:52
9616,Spring,10,2026-01-20 08:41:52
9616,Fall,1,2026-01-20 08:41:52
9617,Fall,5,2026-01-20 08:41:52
9617,Spring,5,2026-01-20 08:41:52
9617,Winter,4,2026-01-20 08:41:52
9617,Summer,4,2026-01-20 08:41:52
9618,Fall,7,2026-01-20 08:41:52
9618,Winter,5,2026-01-20 08:41:52
9618,Spring,5,2026-01-20 08:41:52
9618,Summer,1,2026-01-20 08:41:52
9619,Winter,24,2026-01-20 08:41:52
9619,Fall,23,2026-01-20 08:41:52
9619,Spring,14,2026-01-20 08:41:52
9620,Summer,9,2026-01-20 08:41:52
9620,Spring,9,2026-01-20 08:41:52
9620,Fall,2,2026-01-20 08:41:52
9620,Winter,1,2026-01-20 08:41:52
9621,Winter,9,2026-01-20 08:41:52
9621,Fall,9,2026-01-20 08:41:52
9621,Spring,4,2026-01-20 08:41:52
9621,Summer,2,2026-01-20 08:41:52
9622,Spring,6,2026-01-20 08:41:52
9622,Summer,5,2026-01-20 08:41:52
9622,Fall,4,2026-01-20 08:41:52
9622,Winter,2,2026-01-20 08:41:52
9623,Summer,28,2026-01-20 08:41:52
9623,Spring,28,2026-01-20 08:41:52
9623,Fall,10,2026-01-20 08:41:52
9623,Winter,3,2026-01-20 08:41:52
9624,Fall,6,2026-01-20 08:41:52
9624,Spring,5,2026-01-20 08:41:52
9624,Winter,4,2026-01-20 08:41:52
9624,Summer,4,2026-01-20 08:41:52
9625,Winter,9,2026-01-20 08:41:52
9625,Fall,8,2026-01-20 08:41:52
9625,Spring,4,2026-01-20 08:41:52
9625,Summer,1,2026-01-20 08:41:52
9626,Spring,8,2026-01-20 08:41:52
9626,Fall,6,2026-01-20 08:41:52
9626,Summer,5,2026-01-20 08:41:52
9626,Winter,2,2026-01-20 08:41:52
9627,Fall,22,2026-01-20 08:41:52
9627,Winter,21,2026-01-20 08:41:52
9627,Spring,9,2026-01-20 08:41:52
9627,Summer,5,2026-01-20 08:41:52
9628,Summer,8,2026-01-20 08:41:52
9628,Fall,7,2026-01-20 08:41:52
9628,Spring,6,2026-01-20 08:41:52
9628,Winter,3,2026-01-20 08:41:52
9629,Fall,11,2026-01-20 08:41:52
9629,Spring,10,2026-01-20 08:41:52
9629,Summer,7,2026-01-20 08:41:52
9629,Winter,6,2026-01-20 08:41:52
9631,Fall,22,2026-01-20 08:41:52
9631,Winter,21,2026-01-20 08:41:52
9631,Spring,7,2026-01-20 08:41:52
9632,Fall,5,2026-01-20 08:41:52
9632,Winter,4,2026-01-20 08:41:52
9632,Spring,4,2026-01-20 08:41:52
9632,Summer,2,2026-01-20 08:41:52
9633,Summer,9,2026-01-20 08:41:52
9633,Spring,7,2026-01-20 08:41:52
9633,Fall,2,2026-01-20 08:41:52
9635,Fall,32,2026-01-20 08:41:52
9635,Spring,32,2026-01-20 08:41:52
9635,Summer,23,2026-01-20 08:41:52
9635,Winter,17,2026-01-20 08:41:52
9636,Fall,6,2026-01-20 08:41:52
9636,Spring,6,2026-01-20 08:41:52
9636,Summer,4,2026-01-20 08:41:52
9636,Winter,3,2026-01-20 08:41:52
9637,Spring,11,2026-01-20 08:41:52
9637,Summer,10,2026-01-20 08:41:52
9637,Fall,2,2026-01-20 08:41:52
9637,Winter,1,2026-01-20 08:41:52
9639,Spring,19,2026-01-20 08:41:52
9639,Summer,16,2026-01-20 08:41:52
9639,Fall,13,2026-01-20 08:41:52
9639,Winter,7,2026-01-20 08:41:52
9641,Summer,7,2026-01-20 08:41:52
9641,Spring,5,2026-01-20 08:41:52
9641,Fall,2,2026-01-20 08:41:52
9642,Summer,26,2026-01-20 08:41:52
9642,Spring,25,2026-01-20 08:41:52
9642,Fall,5,2026-01-20 08:41:52
9643,Spring,24,2026-01-20 08:41:52
9643,Summer,21,2026-01-20 08:41:52
9643,Fall,8,2026-01-20 08:41:52
9643,Winter,5,2026-01-20 08:41:52
9644,Summer,7,2026-01-20 08:41:52
9644,Spring,7,2026-01-20 08:41:52
9644,Winter,2,2026-01-20 08:41:52
9644,Fall,2,2026-01-20 08:41:52
9645,Summer,8,2026-01-20 08:41:52
9645,Spring,8,2026-01-20 08:41:52
9645,Fall,1,2026-01-20 08:41:52
9646,Summer,25,2026-01-20 08:41:52
9646,Spring,21,2026-01-20 08:41:52
9646,Fall,13,2026-01-20 08:41:52
9646,Winter,8,2026-01-20 08:41:52
9647,Fall,13,2026-01-20 08:41:52
9647,Winter,11,2026-01-20 08:41:52
9647,Spring,9,2026-01-20 08:41:52
9647,Summer,2,2026-01-20 08:41:52
