PERFUME_ID,AUDIENCE,VOTE,LOAD_DT
8570,Feminine,9,2026-01-20 08:39:32
8570,Classic,7,2026-01-20 08:39:32
8571,Masculine,199,2026-01-20 08:39:32
8571,Feminine,143,2026-01-20 08:39:32
8571,Classic,122,2026-01-20 08:39:32
8571,Modern,64,2026-01-20 08:39:32
8578,Feminine,262,2026-01-20 08:39:32
8578,Classic,134,2026-01-20 08:39:32
8578,Modern,96,2026-01-20 08:39:32
8578,Masculine,40,2026-01-20 08:39:32
8579,Feminine,26,2026-01-20 08:39:32
8579,Modern,19,2026-01-20 08:39:32
8579,Classic,4,2026-01-20 08:39:32
8579,Masculine,3,2026-01-20 08:39:32
8582,Masculine,186,2026-01-20 08:39:32
8582,Feminine,156,2026-01-20 08:39:32
8582,Classic,103,2026-01-20 08:39:32
8582,Modern,70,2026-01-20 08:39:32
8584,Feminine,30,2026-01-20 08:39:32
8584,Modern,18,2026-01-20 08:39:32
8584,Classic,7,2026-01-20 08:39:32
8586,Masculine,187,2026-01-20 08:39:32
8586,Feminine,151,2026-01-20 08:39:32
8586,Classic,94,2026-01-20 08:39:32
8586,Modern,47,2026-01-20 08:39:32
8588,Feminine,31,2026-01-20 08:39:32
8588,Modern,12,2026-01-20 08:39:32
8588,Masculine,8,2026-01-20 08:39:32
8588,Classic,3,2026-01-20 08:39:32
8590,Masculine,115,2026-01-20 08:39:32
8590,Modern,63,2026-01-20 08:39:32
8590,Classic,37,2026-01-20 08:39:32
8590,Feminine,10,2026-01-20 08:39:32
8592,Feminine,29,2026-01-20 08:39:32
8592,Modern,14,2026-01-20 08:39:32
8592,Classic,3,2026-01-20 08:39:32
8592,Masculine,2,2026-01-20 08:39:32
8594,Feminine,210,2026-01-20 08:39:32
8594,Classic,122,2026-01-20 08:39:32
8594,Masculine,71,2026-01-20 08:39:32
8594,Modern,51,2026-01-20 08:39:32
8596,Feminine,19,2026-01-20 08:39:32
8596,Masculine,17,2026-01-20 08:39:32
8596,Modern,15,2026-01-20 08:39:32
8596,Classic,6,2026-01-20 08:39:32
8598,Feminine,188,2026-01-20 08:39:32
8598,Classic,127,2026-01-20 08:39:32
8598,Masculine,82,2026-01-20 08:39:32
8598,Modern,56,2026-01-20 08:39:32
8602,Feminine,158,2026-01-20 08:39:32
8602,Classic,91,2026-01-20 08:39:32
8602,Modern,47,2026-01-20 08:39:32
8602,Masculine,17,2026-01-20 08:39:32
8610,Feminine,24,2026-01-20 08:39:32
8610,Modern,7,2026-01-20 08:39:32
8610,Classic,5,2026-01-20 08:39:32
8614,Feminine,177,2026-01-20 08:39:32
8614,Classic,131,2026-01-20 08:39:32
8614,Masculine,47,2026-01-20 08:39:32
8614,Modern,42,2026-01-20 08:39:32
8615,Feminine,22,2026-01-20 08:39:32
8615,Modern,14,2026-01-20 08:39:32
8615,Classic,10,2026-01-20 08:39:32
8615,Masculine,2,2026-01-20 08:39:32
8618,Feminine,30,2026-01-20 08:39:32
8618,Modern,10,2026-01-20 08:39:32
8618,Classic,5,2026-01-20 08:39:32
8619,Feminine,166,2026-01-20 08:39:32
8619,Modern,72,2026-01-20 08:39:32
8619,Classic,71,2026-01-20 08:39:32
8619,Masculine,31,2026-01-20 08:39:32
8622,Feminine,175,2026-01-20 08:39:32
8622,Classic,96,2026-01-20 08:39:32
8622,Modern,68,2026-01-20 08:39:32
8623,Feminine,25,2026-01-20 08:39:32
8623,Modern,15,2026-01-20 08:39:32
8623,Classic,4,2026-01-20 08:39:32
8626,Masculine,25,2026-01-20 08:39:32
8626,Modern,16,2026-01-20 08:39:32
8626,Classic,7,2026-01-20 08:39:32
8626,Feminine,5,2026-01-20 08:39:32
8627,Feminine,184,2026-01-20 08:39:32
8627,Masculine,92,2026-01-20 08:39:32
8627,Modern,89,2026-01-20 08:39:32
8627,Classic,86,2026-01-20 08:39:32
8630,Feminine,31,2026-01-20 08:39:32
8630,Masculine,14,2026-01-20 08:39:32
8630,Modern,7,2026-01-20 08:39:32
8630,Classic,3,2026-01-20 08:39:32
8631,Feminine,142,2026-01-20 08:39:32
8631,Classic,75,2026-01-20 08:39:32
8631,Masculine,73,2026-01-20 08:39:32
8631,Modern,39,2026-01-20 08:39:32
8634,Feminine,24,2026-01-20 08:39:32
8634,Modern,12,2026-01-20 08:39:32
8634,Classic,9,2026-01-20 08:39:32
8634,Masculine,3,2026-01-20 08:39:32
8635,Feminine,151,2026-01-20 08:39:32
8635,Classic,99,2026-01-20 08:39:32
8635,Modern,45,2026-01-20 08:39:32
8635,Masculine,24,2026-01-20 08:39:32
8638,Feminine,22,2026-01-20 08:39:32
8638,Modern,13,2026-01-20 08:39:32
8638,Masculine,3,2026-01-20 08:39:32
8638,Classic,3,2026-01-20 08:39:32
8641,Feminine,155,2026-01-20 08:39:32
8641,Classic,79,2026-01-20 08:39:32
8641,Modern,69,2026-01-20 08:39:32
8642,Feminine,22,2026-01-20 08:39:32
8642,Masculine,7,2026-01-20 08:39:32
8642,Classic,6,2026-01-20 08:39:32
8642,Modern,6,2026-01-20 08:39:32
8645,Feminine,148,2026-01-20 08:39:32
8645,Masculine,117,2026-01-20 08:39:32
8645,Modern,68,2026-01-20 08:39:32
8645,Classic,63,2026-01-20 08:39:32
8646,Feminine,24,2026-01-20 08:39:32
8646,Modern,9,2026-01-20 08:39:32
8646,Classic,8,2026-01-20 08:39:32
8649,Feminine,160,2026-01-20 08:39:32
8649,Modern,92,2026-01-20 08:39:32
8649,Classic,60,2026-01-20 08:39:32
8650,Masculine,15,2026-01-20 08:39:32
8650,Modern,11,2026-01-20 08:39:32
8650,Feminine,3,2026-01-20 08:39:32
8650,Classic,2,2026-01-20 08:39:32
8653,Feminine,164,2026-01-20 08:39:32
8653,Classic,101,2026-01-20 08:39:32
8653,Modern,64,2026-01-20 08:39:32
8653,Masculine,61,2026-01-20 08:39:32
8655,Masculine,20,2026-01-20 08:39:32
8655,Modern,12,2026-01-20 08:39:32
8655,Classic,5,2026-01-20 08:39:32
8657,Masculine,150,2026-01-20 08:39:32
8657,Feminine,101,2026-01-20 08:39:32
8657,Classic,77,2026-01-20 08:39:32
8657,Modern,51,2026-01-20 08:39:32
8659,Feminine,21,2026-01-20 08:39:32
8659,Modern,8,2026-01-20 08:39:32
8659,Classic,6,2026-01-20 08:39:32
8661,Masculine,78,2026-01-20 08:39:32
8661,Modern,55,2026-01-20 08:39:32
8661,Classic,16,2026-01-20 08:39:32
8663,Feminine,19,2026-01-20 08:39:32
8663,Modern,8,2026-01-20 08:39:32
8663,Masculine,4,2026-01-20 08:39:32
8663,Classic,4,2026-01-20 08:39:32
8665,Feminine,143,2026-01-20 08:39:32
8665,Classic,96,2026-01-20 08:39:32
8665,Masculine,66,2026-01-20 08:39:32
8665,Modern,45,2026-01-20 08:39:32
8667,Feminine,20,2026-01-20 08:39:32
8667,Modern,7,2026-01-20 08:39:32
8669,Feminine,122,2026-01-20 08:39:32
8669,Masculine,102,2026-01-20 08:39:32
8669,Classic,77,2026-01-20 08:39:32
8669,Modern,21,2026-01-20 08:39:32
8671,Feminine,25,2026-01-20 08:39:32
8671,Classic,9,2026-01-20 08:39:32
8671,Modern,8,2026-01-20 08:39:32
8671,Masculine,2,2026-01-20 08:39:32
8673,Masculine,115,2026-01-20 08:39:32
8673,Classic,74,2026-01-20 08:39:32
8673,Modern,23,2026-01-20 08:39:32
8673,Feminine,17,2026-01-20 08:39:32
8676,Feminine,253,2026-01-20 08:39:32
8676,Classic,165,2026-01-20 08:39:32
8676,Masculine,90,2026-01-20 08:39:32
8676,Modern,36,2026-01-20 08:39:32
8677,Masculine,102,2026-01-20 08:39:32
8677,Modern,68,2026-01-20 08:39:32
8677,Classic,42,2026-01-20 08:39:32
8677,Feminine,22,2026-01-20 08:39:32
8679,Feminine,13,2026-01-20 08:39:32
8679,Modern,8,2026-01-20 08:39:32
8679,Classic,1,2026-01-20 08:39:32
8680,Feminine,199,2026-01-20 08:39:32
8680,Modern,86,2026-01-20 08:39:32
8680,Classic,74,2026-01-20 08:39:32
8681,Feminine,141,2026-01-20 08:39:32
8681,Classic,70,2026-01-20 08:39:32
8681,Modern,55,2026-01-20 08:39:32
8681,Masculine,45,2026-01-20 08:39:32
8683,Feminine,21,2026-01-20 08:39:32
8683,Modern,7,2026-01-20 08:39:32
8683,Classic,4,2026-01-20 08:39:32
8684,Feminine,139,2026-01-20 08:39:32
8684,Classic,95,2026-01-20 08:39:32
8684,Masculine,48,2026-01-20 08:39:32
8684,Modern,21,2026-01-20 08:39:32
8685,Feminine,130,2026-01-20 08:39:32
8685,Classic,63,2026-01-20 08:39:32
8685,Modern,51,2026-01-20 08:39:32
8687,Feminine,21,2026-01-20 08:39:32
8687,Modern,4,2026-01-20 08:39:32
8687,Classic,3,2026-01-20 08:39:32
8689,Feminine,120,2026-01-20 08:39:32
8689,Modern,56,2026-01-20 08:39:32
8689,Classic,52,2026-01-20 08:39:32
8689,Masculine,29,2026-01-20 08:39:32
8691,Masculine,18,2026-01-20 08:39:32
8691,Modern,6,2026-01-20 08:39:32
8691,Classic,5,2026-01-20 08:39:32
8691,Feminine,3,2026-01-20 08:39:32
8692,Feminine,150,2026-01-20 08:39:32
8692,Classic,93,2026-01-20 08:39:32
8692,Masculine,42,2026-01-20 08:39:32
8692,Modern,29,2026-01-20 08:39:32
8695,Masculine,17,2026-01-20 08:39:32
8695,Modern,12,2026-01-20 08:39:32
8695,Feminine,6,2026-01-20 08:39:32
8695,Classic,4,2026-01-20 08:39:32
8696,Feminine,137,2026-01-20 08:39:32
8696,Classic,48,2026-01-20 08:39:32
8696,Modern,43,2026-01-20 08:39:32
8696,Masculine,11,2026-01-20 08:39:32
8697,Feminine,126,2026-01-20 08:39:32
8697,Classic,75,2026-01-20 08:39:32
8697,Masculine,57,2026-01-20 08:39:32
8697,Modern,34,2026-01-20 08:39:32
8699,Feminine,130,2026-01-20 08:39:32
8699,Classic,56,2026-01-20 08:39:32
8699,Modern,32,2026-01-20 08:39:32
8699,Masculine,26,2026-01-20 08:39:32
8700,Feminine,19,2026-01-20 08:39:32
8700,Modern,6,2026-01-20 08:39:32
8700,Classic,5,2026-01-20 08:39:32
8700,Masculine,4,2026-01-20 08:39:32
8701,Masculine,641,2026-01-20 08:39:32
8701,Feminine,508,2026-01-20 08:39:32
8701,Modern,498,2026-01-20 08:39:32
8701,Classic,211,2026-01-20 08:39:32
8703,Feminine,119,2026-01-20 08:39:32
8703,Masculine,73,2026-01-20 08:39:32
8703,Classic,67,2026-01-20 08:39:32
8703,Modern,28,2026-01-20 08:39:32
8704,Feminine,16,2026-01-20 08:39:32
8704,Modern,5,2026-01-20 08:39:32
8704,Classic,3,2026-01-20 08:39:32
8705,Masculine,343,2026-01-20 08:39:32
8705,Modern,254,2026-01-20 08:39:32
8705,Classic,65,2026-01-20 08:39:32
8705,Feminine,53,2026-01-20 08:39:32
8707,Feminine,108,2026-01-20 08:39:32
8707,Classic,73,2026-01-20 08:39:32
8707,Masculine,31,2026-01-20 08:39:32
8707,Modern,18,2026-01-20 08:39:32
8708,Feminine,14,2026-01-20 08:39:32
8708,Classic,5,2026-01-20 08:39:32
8708,Modern,5,2026-01-20 08:39:32
8709,Feminine,305,2026-01-20 08:39:32
8709,Classic,133,2026-01-20 08:39:32
8709,Modern,111,2026-01-20 08:39:32
8709,Masculine,34,2026-01-20 08:39:32
8711,Feminine,92,2026-01-20 08:39:32
8711,Modern,39,2026-01-20 08:39:32
8711,Classic,36,2026-01-20 08:39:32
8712,Masculine,15,2026-01-20 08:39:32
8712,Modern,7,2026-01-20 08:39:32
8712,Feminine,4,2026-01-20 08:39:32
8713,Masculine,278,2026-01-20 08:39:32
8713,Classic,182,2026-01-20 08:39:32
8713,Feminine,89,2026-01-20 08:39:32
8713,Modern,76,2026-01-20 08:39:32
8715,Feminine,90,2026-01-20 08:39:32
8715,Modern,38,2026-01-20 08:39:32
8715,Classic,22,2026-01-20 08:39:32
8715,Masculine,9,2026-01-20 08:39:32
8716,Feminine,16,2026-01-20 08:39:32
8716,Masculine,15,2026-01-20 08:39:32
8716,Modern,10,2026-01-20 08:39:32
8716,Classic,2,2026-01-20 08:39:32
8717,Feminine,294,2026-01-20 08:39:32
8717,Modern,134,2026-01-20 08:39:32
8717,Classic,116,2026-01-20 08:39:32
8719,Feminine,98,2026-01-20 08:39:32
8719,Modern,41,2026-01-20 08:39:32
8719,Classic,27,2026-01-20 08:39:32
8721,Masculine,203,2026-01-20 08:39:32
8721,Modern,143,2026-01-20 08:39:32
8721,Feminine,140,2026-01-20 08:39:32
8721,Classic,57,2026-01-20 08:39:32
8724,Feminine,23,2026-01-20 08:39:32
8724,Modern,8,2026-01-20 08:39:32
8724,Classic,3,2026-01-20 08:39:32
8724,Masculine,2,2026-01-20 08:39:32
8725,Feminine,317,2026-01-20 08:39:32
8725,Classic,196,2026-01-20 08:39:32
8725,Masculine,103,2026-01-20 08:39:32
8725,Modern,59,2026-01-20 08:39:32
8727,Feminine,80,2026-01-20 08:39:32
8727,Classic,37,2026-01-20 08:39:32
8727,Modern,32,2026-01-20 08:39:32
8727,Masculine,7,2026-01-20 08:39:32
8732,Feminine,75,2026-01-20 08:39:32
8732,Classic,39,2026-01-20 08:39:32
8732,Modern,12,2026-01-20 08:39:32
8734,Feminine,181,2026-01-20 08:39:32
8734,Modern,78,2026-01-20 08:39:32
8734,Classic,68,2026-01-20 08:39:32
8738,Feminine,145,2026-01-20 08:39:32
8738,Modern,102,2026-01-20 08:39:32
