perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link	total_votes
P_08421	Radiant Bergamot	Ferrari	2016.0			{'Citrus': '26', 'Spicy': '13', 'Synthetic': '10', 'Woody': '14', 'Green': '19', 'Fresh': '28'}	{'Masculine': '29', 'Feminine': '16', 'Classic': '16', 'Modern': '13'}	{'Winter': '3', 'Fall': '12', 'Summer': '27', 'Spring': '25'}	{'Daily': '25', 'Sport': '14', 'Leisure': '27', 'Night Out': '5', 'Business': '22', 'Evening': '7'}	Calabrian bergamot, Italian lemon, Ginger	Geranium, Nutmeg, Rosemary	Amber, Oakmoss, Patchouli		https://media.parfumo.com/perfume_social/13/136934-radiant-bergamot-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Radiant_Bergamot	110
P_08422	Harrods for Him	Bond No. 9	2009.0		Laurent Le Guernec	{'Citrus': '3', 'Spicy': '10', 'Synthetic': '4', 'Woody': '7', 'Green': '6', 'Fruity': '8', 'Fresh': '10', 'Floral': '5'}	{'Masculine': '10', 'Classic': '3', 'Modern': '2'}	{'Winter': '5', 'Fall': '8', 'Summer': '6', 'Spring': '9'}	{'Daily': '7', 'Sport': '2', 'Leisure': '10', 'Night Out': '5', 'Business': '4', 'Evening': '6'}	Rhubarb leaf, Star anise, Chamomile	Violet leaf, Pimento, Provençal lavender	Birch wood, Musk, Sandalwood		https://media.parfumo.com/perfume_social/78/783419-harrods-for-him-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Harrods_for_Him	53
P_08423	Kenzo Power	Kenzo	2008.0	Eau de Toilette	Olivier Polge	{'Citrus': '29', 'Spicy': '54', 'Sweet': '57', 'Powdery': '57', 'Woody': '58', 'Green': '29', 'Fresh': '91', 'Floral': '110'}	{'Masculine': '120', 'Feminine': '78', 'Classic': '34', 'Modern': '80'}	{'Winter': '25', 'Fall': '68', 'Summer': '101', 'Spring': '124'}	{'Daily': '105', 'Sport': '35', 'Leisure': '110', 'Night Out': '55', 'Business': '94', 'Evening': '51'}	Bergamot, Cardamom, Coriander	Floral notes	Cedarwood, Labdanum, Tolu balm		https://media.parfumo.com/perfume_social/f3/f32635-kenzo-power-eau-de-toilette-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Power_Eau_de_Toilette	485
P_08425	Leather Essence	Ferrari	2013.0		Alexandra Carlin	{'Spicy': '18', 'Synthetic': '6', 'Sweet': '16', 'Powdery': '6', 'Oriental': '11', 'Leathery': '25', 'Woody': '15', 'Gourmand': '6'}	{'Masculine': '31', 'Feminine': '5', 'Classic': '17', 'Modern': '10'}	{'Winter': '23', 'Fall': '23', 'Summer': '3', 'Spring': '16'}	{'Daily': '16', 'Leisure': '21', 'Night Out': '20', 'Business': '14', 'Evening': '21'}	Bitter orange, Clove, Bergamot	Black leather, Cinnamon, Tonka bean	Vanilla, Gaiac wood, Patchouli, Cedarwood		https://media.parfumo.com/perfume_social/d2/d2c08d-leather-essence-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Leather_Essence	103
P_08427	L'Eau par Kenzo pour Homme	Kenzo	1999.0	Eau de Toilette	Olivier Cresp	{'Citrus': '71', 'Spicy': '16', 'Sweet': '18', 'Woody': '19', 'Green': '16', 'Fruity': '21', 'Fresh': '80', 'Floral': '25', 'Aquatic': '65'}	{'Masculine': '84', 'Feminine': '23', 'Classic': '19', 'Modern': '60'}	{'Fall': '18', 'Summer': '88', 'Spring': '75'}	{'Daily': '79', 'Sport': '54', 'Leisure': '81', 'Business': '59', 'Evening': '15'}	Yuzu, Lemon, Green pepper	Lotus, Mint	White musk, Cedar		https://media.parfumo.com/perfume_social/dc/dc4704_l-eau-par-kenzo-pour-homme-eau-de-toilette-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/L_Eau_par_Kenzo_pour_Homme_Eau_de_Toilette	331
P_08429	Pure Lavender	Ferrari	2015.0			{'Citrus': '9', 'Spicy': '17', 'Synthetic': '12', 'Sweet': '12', 'Woody': '17', 'Green': '8', 'Fresh': '14', 'Fougère': '6', 'Floral': '18'}	{'Masculine': '26', 'Feminine': '12', 'Classic': '7', 'Modern': '9'}	{'Winter': '4', 'Fall': '14', 'Summer': '24', 'Spring': '23'}	{'Daily': '19', 'Sport': '6', 'Leisure': '23', 'Night Out': '5', 'Business': '16', 'Evening': '11'}	Bergamot, Cardamom, Lemon	Provençal lavender, Sage absolute	Cashmere wood, Patchouli, Vanilla		https://media.parfumo.com/perfume_social/f4/f40244-pure-lavender-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Pure_Lavender	113
P_08436	Jungle pour Homme	Kenzo	1998.0	Eau de Toilette	Olivier Cresp	{'Citrus': '35', 'Spicy': '65', 'Sweet': '38', 'Oriental': '22', 'Woody': '61', 'Resinous': '18', 'Fruity': '18', 'Fresh': '32', 'Earthy': '17', 'Animal': '19'}	{'Masculine': '71', 'Feminine': '17', 'Classic': '24', 'Modern': '30'}	{'Winter': '40', 'Fall': '64', 'Summer': '38', 'Spring': '51'}	{'Daily': '46', 'Leisure': '53', 'Night Out': '42', 'Business': '41', 'Evening': '46'}	Nutmeg, Lime	Maté, Cinnamon	Gaiac wood, Benzoin, Cedar		https://media.parfumo.com/perfume_social/cd/cd4142_jungle-pour-homme-eau-de-toilette-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Jungle_pour_Homme_Eau_de_Toilette	325
P_08439	Kenzo Amour Le Parfum	Kenzo	2008.0		Daphné Bugey	{'Spicy': '60', 'Sweet': '58', 'Smoky': '42', 'Powdery': '61', 'Oriental': '77', 'Woody': '38', 'Resinous': '21', 'Gourmand': '38', 'Floral': '25'}	{'Masculine': '10', 'Feminine': '85', 'Classic': '23', 'Modern': '29'}	{'Winter': '83', 'Fall': '78', 'Spring': '24'}	{'Daily': '29', 'Leisure': '40', 'Night Out': '76', 'Business': '22', 'Evening': '76'}	Frankincense, Rice	Frangipani, Patchouli	Amber, Benzoin, Vanilla		https://media.parfumo.com/perfume_social/9b/9bcbd2-kenzo-amour-le-parfum-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Amour_Le_Parfum	420
P_08440	Essence Musk	Ferrari	2013.0		Alexis Dadier,Symrise	{'Citrus': '13', 'Synthetic': '4', 'Sweet': '4', 'Woody': '9', 'Green': '4', 'Fruity': '11', 'Fresh': '18'}	{'Masculine': '16', 'Feminine': '3', 'Classic': '4', 'Modern': '8'}	{'Fall': '3', 'Summer': '19', 'Spring': '17'}	{'Daily': '17', 'Sport': '9', 'Leisure': '16', 'Night Out': '3', 'Business': '15'}	Mandarin orange leaf, Grapefruit, Marine notes	Lavender, Nutmeg, Peppermint, Watermelon	White musk, Amber, Bourbon vetiver, Cedar		https://media.parfumo.com/perfume_social/56/569099-essence-musk-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Essence_Musk	63
P_08447	Kenzo Homme	Kenzo		Eau de Toilette	Christian Mathieu	{'Spicy': '28', 'Synthetic': '19', 'Woody': '38', 'Green': '18', 'Fruity': '11', 'Fresh': '40', 'Floral': '11', 'Aquatic': '41'}	{'Masculine': '49', 'Feminine': '9', 'Classic': '19', 'Modern': '28'}	{'Winter': '12', 'Fall': '27', 'Summer': '40', 'Spring': '44'}	{'Daily': '36', 'Sport': '20', 'Leisure': '44', 'Night Out': '16', 'Business': '33', 'Evening': '16'}	Marine notes, Nutmeg	Pine, Cedar	Cistus, Sandalwood		https://media.parfumo.com/perfume_social/8f/8f857f-kenzo-homme-eau-de-toilette-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Homme_Eau_de_Toilette	206
P_08448	Scuderia Ferrari - Forte	Ferrari	2017.0			{'Citrus': '5', 'Spicy': '15', 'Synthetic': '5', 'Sweet': '15', 'Oriental': '8', 'Woody': '12', 'Gourmand': '5', 'Fruity': '16', 'Fresh': '5', 'Floral': '4'}	{'Masculine': '20', 'Classic': '9', 'Modern': '13'}	{'Winter': '13', 'Fall': '17', 'Summer': '7', 'Spring': '15'}	{'Daily': '11', 'Leisure': '15', 'Night Out': '16', 'Business': '7', 'Evening': '16'}	Pineapple, Apple, Italian lemon	Plum, Ceylonese cinnamon, Orange blossom	Bourbon vanilla, Virginia cedar, Patchouli		https://media.parfumo.com/perfume_social/76/761c66-scuderia-ferrari-forte-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Scuderia_Ferrari__Forte	90
P_08455	Cedar Essence	Ferrari	2014.0		Nathalie Feisthauer	{'Citrus': '8', 'Spicy': '6', 'Synthetic': '9', 'Sweet': '3', 'Woody': '12', 'Green': '3', 'Fruity': '9', 'Fresh': '10', 'Floral': '3', 'Aquatic': '7'}	{'Masculine': '13', 'Classic': '3', 'Modern': '9'}	{'Winter': '2', 'Fall': '9', 'Summer': '10', 'Spring': '12'}	{'Daily': '7', 'Sport': '3', 'Leisure': '12', 'Night Out': '5', 'Business': '11', 'Evening': '5'}	Grapefruit, Bergamot, Ginger, Lime, Orange, Peppermint	Blue atlas cedar, Lavender, Marine notes, Cardamom, Watermelon	Lebanon cedar, Amber, Coffee bean, Indonesian patchouli		https://media.parfumo.com/perfume_social/90/90745f-cedar-essence-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Cedar_Essence	70
P_08457	Kenzo Amour Indian Holi	Kenzo	2008.0		Daphné Bugey,Olivier Cresp	{'Spicy': '31', 'Sweet': '53', 'Powdery': '46', 'Oriental': '35', 'Woody': '16', 'Gourmand': '15', 'Fruity': '25', 'Floral': '49'}	{'Feminine': '66', 'Classic': '16', 'Modern': '26'}	{'Winter': '45', 'Fall': '55', 'Summer': '21', 'Spring': '44'}	{'Daily': '42', 'Leisure': '47', 'Night Out': '39', 'Business': '35', 'Evening': '45'}	Rice steam	Peony, Frangipani, Cherry blossom, Rose	Sandalwood, Vanilla, Frankincense, White musk		https://media.parfumo.com/perfume_social/5d/5d7925-kenzo-amour-indian-holi-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Amour_Indian_Holi	270
P_08458	Bleu de Chanel	Chanel	2014.0	Eau de Parfum	Jacques Polge	{'Citrus': '925', 'Spicy': '427', 'Sweet': '222', 'Woody': '790', 'Fruity': '233', 'Fresh': '1022', 'Aquatic': '394'}	{'Masculine': '1195', 'Classic': '557', 'Modern': '677'}	{'Winter': '612', 'Fall': '963', 'Summer': '1064', 'Spring': '1153'}	{'Daily': '1062', 'Sport': '397', 'Leisure': '930', 'Night Out': '670', 'Business': '994', 'Evening': '690'}	Sicilian lemon, Mandarin orange, New Caledonian sandalwood, Woody notes, Cedar, Venezuelan tonka bean, Haitian vetiver, Vanilla	Sicilian lemon, Mandarin orange, New Caledonian sandalwood, Woody notes, Cedar, Venezuelan tonka bean, Haitian vetiver, Vanilla	Sicilian lemon, Mandarin orange, New Caledonian sandalwood, Woody notes, Cedar, Venezuelan tonka bean, Haitian vetiver, Vanilla		https://media.parfumo.com/perfume_social/05/055e6a-bleu-de-chanel-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Bleu_de_Chanel_Eau_de_Parfum	4013
P_08461	Allure Homme Sport Eau Extrême	Chanel	2012.0		Jacques Polge	{'Citrus': '541', 'Spicy': '354', 'Sweet': '584', 'Powdery': '170', 'Woody': '249', 'Fruity': '218', 'Fresh': '808', 'Creamy': '350', 'Aquatic': '181'}	{'Masculine': '907', 'Classic': '298', 'Modern': '658'}	{'Winter': '398', 'Fall': '700', 'Summer': '800', 'Spring': '889'}	{'Daily': '825', 'Sport': '545', 'Leisure': '814', 'Night Out': '470', 'Business': '675', 'Evening': '456'}	Mandarin orange, Mint, Cypress	Black pepper, Clary sage	Tonka bean, White musk, Sandalwood, Cedar		https://media.parfumo.com/perfume_social/5a/5a3157-allure-homme-sport-eau-extreme-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Eau_Extrme	3455
P_08463	Kenzo World	Kenzo	2016.0	Eau de Parfum	Francis Kurkdjian	{'Synthetic': '36', 'Sweet': '42', 'Fruity': '26', 'Fresh': '23', 'Floral': '48', 'Aquatic': '9'}	{'Feminine': '56', 'Classic': '9', 'Modern': '27'}	{'Winter': '13', 'Fall': '27', 'Summer': '32', 'Spring': '45'}	{'Daily': '39', 'Sport': '7', 'Leisure': '43', 'Night Out': '16', 'Business': '30', 'Evening': '12'}	Peony	Egyptian jasmine	Ambroxan		https://media.parfumo.com/perfume_social/f8/f8c841-kenzo-world-eau-de-parfum-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_World_Eau_de_Parfum	184
P_08465	Allure Homme Édition Blanche	Chanel	2014.0	Eau de Parfum	Jacques Polge	{'Citrus': '658', 'Spicy': '154', 'Sweet': '296', 'Woody': '166', 'Fruity': '142', 'Fresh': '576', 'Creamy': '486'}	{'Masculine': '674', 'Feminine': '126', 'Classic': '237', 'Modern': '454'}	{'Winter': '91', 'Fall': '238', 'Summer': '691', 'Spring': '610'}	{'Daily': '626', 'Sport': '348', 'Leisure': '622', 'Night Out': '264', 'Business': '500', 'Evening': '251'}	Black pepper, Pink pepper	Lemon, Bergamot, New Caledonian sandalwood, Leather	Tonka bean, White musk, Amber, Bourbon vanilla, Cedarwood, Ginger, Haitian vetiver		https://media.parfumo.com/perfume_social/70/7047e1-allure-homme-edition-blanche-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Edition_Blanche_Eau_de_Parfum	2478
P_08468	Jeu d'Amour	Kenzo	2014.0	Eau de Parfum	Daphné Bugey,Christophe Raynaud	{'Synthetic': '12', 'Sweet': '50', 'Powdery': '26', 'Woody': '14', 'Fruity': '37', 'Fresh': '21', 'Creamy': '16', 'Floral': '67'}	{'Feminine': '69', 'Classic': '17', 'Modern': '32'}	{'Winter': '30', 'Fall': '49', 'Summer': '44', 'Spring': '60'}	{'Daily': '54', 'Leisure': '54', 'Night Out': '32', 'Business': '50', 'Evening': '33'}	Pomegranate, Mandarin orange, Tea	Tuberose, Freesia	Musk, Sandalwood		https://media.parfumo.com/perfume_social/6a/6a0bab-jeu-d-amour-eau-de-parfum-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Jeu_d_Amour	243
P_08472	Flower by Kenzo Le Parfum	Kenzo	2003.0		Alberto Morillas	{'Spicy': '16', 'Sweet': '43', 'Powdery': '54', 'Oriental': '30', 'Woody': '11', 'Gourmand': '27', 'Floral': '45'}	{'Masculine': '4', 'Feminine': '57', 'Classic': '16', 'Modern': '16'}	{'Winter': '50', 'Fall': '51', 'Summer': '18', 'Spring': '33'}	{'Daily': '32', 'Leisure': '30', 'Night Out': '47', 'Business': '21', 'Evening': '49'}	Powdery notes, Vanilla, Almond, Violet, Rose, White musk, Amber	Powdery notes, Vanilla, Almond, Violet, Rose, White musk, Amber	Powdery notes, Vanilla, Almond, Violet, Rose, White musk, Amber		https://media.parfumo.com/perfume_social/74/74fcc0-flower-by-kenzo-le-parfum-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Flower_by_Kenzo_Le_Parfum	226
P_08473	Bleu de Chanel Parfum	Chanel	2018.0		Olivier Polge	{'Citrus': '364', 'Spicy': '262', 'Sweet': '130', 'Woody': '520', 'Fresh': '510', 'Creamy': '117', 'Aquatic': '191'}	{'Masculine': '612', 'Classic': '299', 'Modern': '328'}	{'Winter': '402', 'Fall': '547', 'Summer': '480', 'Spring': '569'}	{'Daily': '514', 'Sport': '145', 'Leisure': '458', 'Night Out': '404', 'Business': '482', 'Evening': '430'}	New Caledonian sandalwood, Cedar	New Caledonian sandalwood, Cedar	New Caledonian sandalwood, Cedar		https://media.parfumo.com/perfume_social/67/670625-bleu-de-chanel-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Bleu_de_Chanel_Parfum	2094
P_08476	Ça Sent BeauKenzo	Kenzo	1988.0	Eau de Toilette	Françoise Caron	{'Spicy': '41', 'Sweet': '29', 'Powdery': '17', 'Woody': '22', 'Green': '20', 'Fruity': '27', 'Fresh': '21', 'Chypre': '25', 'Floral': '59'}	{'Masculine': '8', 'Feminine': '57', 'Classic': '31', 'Modern': '20'}	{'Winter': '28', 'Fall': '43', 'Summer': '34', 'Spring': '48'}	{'Daily': '40', 'Leisure': '45', 'Night Out': '39', 'Business': '34', 'Evening': '38'}	Spices, Peach, Mandarin orange, Bergamot, Orange blossom, Plum	Gardenia, Geranium, Tuberose, Jasmine, Lily of the valley, Sandalwood, Caraway, Coriander, Rose, Ylang-ylang, Cedarwood, Orris root	Oakmoss, Patchouli, Ambergris, Musk, Vanilla		https://media.parfumo.com/perfume_social/b7/b7b441_ca-sent-beau-kenzo-eau-de-toilette-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/a_Sent_Beau_Kenzo_Eau_de_Toilette	261
P_08488	L'Eau par Kenzo Eau Indigo pour Femme	Kenzo	2009.0		Christine Nagel	{'Citrus': '12', 'Spicy': '17', 'Sweet': '38', 'Powdery': '52', 'Oriental': '15', 'Woody': '24', 'Fruity': '27', 'Fresh': '20', 'Floral': '49'}	{'Masculine': '9', 'Feminine': '69', 'Classic': '21', 'Modern': '25'}	{'Winter': '40', 'Fall': '57', 'Summer': '46', 'Spring': '56'}	{'Daily': '59', 'Leisure': '57', 'Night Out': '31', 'Business': '53', 'Evening': '42'}	Mandarin orange, Bergamot	Ylang-ylang, Jasmine	Tonka bean, Amber, Plum		https://media.parfumo.com/perfume_social/19/1966ae-l-eau-par-kenzo-eau-indigo-pour-femme-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/L_Eau_Par_Kenzo_Eau_Indigo_Pour_Femme	254
P_08492	Platinum Égoïste	Chanel	1993.0	Eau de Toilette	Jacques Polge	{'Citrus': '177', 'Spicy': '339', 'Woody': '260', 'Green': '292', 'Fresh': '440', 'Fougère': '263', 'Floral': '132'}	{'Masculine': '495', 'Classic': '319', 'Modern': '177'}	{'Winter': '211', 'Fall': '383', 'Summer': '419', 'Spring': '476'}	{'Daily': '432', 'Sport': '150', 'Leisure': '388', 'Night Out': '200', 'Business': '423', 'Evening': '218'}	Lavender, Neroli, Petitgrain, Rosemary	Clary sage, Geranium, Galbanum, Jasmine	Cedar, Oakmoss, Vetiver, Amber, Sandalwood		https://media.parfumo.com/perfume_social/b2/b2470d-platinum-egoiste-eau-de-toilette-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Platinum_Egoiste_Eau_de_Toilette	1903
P_08493	Kenzo Homme Night	Kenzo	2014.0		Dominique Ropion	{'Citrus': '8', 'Spicy': '20', 'Synthetic': '22', 'Sweet': '37', 'Woody': '18', 'Gourmand': '9', 'Fruity': '32', 'Fresh': '12', 'Floral': '9'}	{'Masculine': '43', 'Feminine': '7', 'Modern': '25'}	{'Winter': '13', 'Fall': '32', 'Summer': '32', 'Spring': '36'}	{'Daily': '20', 'Sport': '5', 'Leisure': '33', 'Night Out': '24', 'Business': '15', 'Evening': '27'}	Cardamom, Grapefruit, Coriander	Geranium, Vermouth	Tonka bean, Gaiac wood, Vetiver		https://media.parfumo.com/perfume_social/ad/ad583a-kenzo-homme-night-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Homme_Night	167
P_08497	Antaeus	Chanel	1981.0	Eau de Toilette	Jacques Polge,François Demachy	{'Spicy': '389', 'Oriental': '98', 'Leathery': '246', 'Woody': '337', 'Resinous': '120', 'Earthy': '182', 'Chypre': '131', 'Animal': '328'}	{'Masculine': '462', 'Feminine': '50', 'Classic': '338', 'Modern': '70'}	{'Winter': '406', 'Fall': '430', 'Summer': '113', 'Spring': '262'}	{'Daily': '225', 'Leisure': '238', 'Night Out': '355', 'Business': '194', 'Evening': '390'}	Clary sage, Coriander, Myrrh, Bergamot, Lemon, Lime	Thyme, Basil, Jasmine, Rose	Castoreum, Patchouli, Labdanum, Oakmoss		https://media.parfumo.com/perfume_social/98/98501c-antaeus-eau-de-toilette-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Antaeus_Eau_de_Toilette	1831
P_08500	Coromandel	Chanel	2016.0	Eau de Parfum	Jacques Polge,Christopher Sheldrake	{'Spicy': '243', 'Sweet': '228', 'Powdery': '129', 'Oriental': '160', 'Woody': '265', 'Resinous': '103', 'Earthy': '333', 'Creamy': '134', 'Floral': '114'}	{'Masculine': '241', 'Feminine': '372', 'Classic': '253', 'Modern': '87'}	{'Winter': '363', 'Fall': '396', 'Summer': '88', 'Spring': '238'}	{'Daily': '202', 'Leisure': '245', 'Night Out': '334', 'Business': '178', 'Evening': '347'}	Bitter orange, Citrus fruits, Neroli	Patchouli, Orris root, Jasmine, Rose	Amber, Benzoin, Frankincense, Musk, Vanilla, White chocolate, Woods		https://media.parfumo.com/perfume_social/0a/0a51dd-coromandel-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Coromandel_Eau_de_Parfum	1709
P_08502	Kenzo Homme Indigo	Kenzo	2025.0		Quentin Bisch	{'Synthetic': '17', 'Powdery': '15', 'Leathery': '13', 'Woody': '22', 'Fresh': '20', 'Aquatic': '26'}	{'Masculine': '25', 'Modern': '23'}	{'Winter': '10', 'Fall': '23', 'Summer': '22', 'Spring': '27'}	{'Daily': '19', 'Sport': '9', 'Leisure': '21', 'Night Out': '13', 'Business': '19', 'Evening': '15'}	Marine notes	Iris	Akigalawood®, Leather, Sandalwood		https://media.parfumo.com/perfume_social/0c/0c4e2f-kenzo-homme-indigo-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/kenzo-homme-indigo	113
P_08505	N°5	Chanel	1921.0	Parfum	Ernest Beaux	{'Spicy': '120', 'Synthetic': '139', 'Sweet': '128', 'Powdery': '308', 'Oriental': '80', 'Woody': '99', 'Chypre': '102', 'Floral': '358'}	{'Masculine': '73', 'Feminine': '433', 'Classic': '303', 'Modern': '92'}	{'Winter': '342', 'Fall': '376', 'Summer': '205', 'Spring': '328'}	{'Daily': '204', 'Leisure': '173', 'Night Out': '343', 'Business': '166', 'Evening': '376'}	Aldehydes, Bergamot, Lemon, Neroli	Grasse jasmine, Iris, Lily of the valley, May rose	Amber, Sandalwood, Vanilla, Vetiver		https://media.parfumo.com/perfume_social/64/6439ce-n-5-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/No_5	1334
P_08506	Kenzo Homme	Kenzo	2009.0	Eau de Toilette Boisée	Olivier Polge,IFF (International Flavors & Fragrances)	{'Citrus': '21', 'Spicy': '32', 'Woody': '37', 'Green': '18', 'Fresh': '32', 'Earthy': '18', 'Aquatic': '11'}	{'Masculine': '43', 'Feminine': '3', 'Classic': '10', 'Modern': '18'}	{'Winter': '10', 'Fall': '36', 'Summer': '24', 'Spring': '36'}	{'Daily': '34', 'Sport': '9', 'Leisure': '33', 'Night Out': '14', 'Business': '31', 'Evening': '16'}	Basil, Peppermint	Rosemary, Madagascan pepper	Atlas cedar, Vetiver		https://media.parfumo.com/perfume_social/b3/b33f59-kenzo-homme-eau-de-toilette-boisee-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Homme_Eau_de_Toilette_Boisee	169
P_08509	Allure Homme	Chanel	1999.0	Eau de Toilette	Jacques Polge	{'Citrus': '164', 'Spicy': '241', 'Sweet': '170', 'Woody': '246', 'Fruity': '105', 'Fresh': '222', 'Floral': '78'}	{'Masculine': '340', 'Feminine': '29', 'Classic': '177', 'Modern': '163'}	{'Winter': '209', 'Fall': '303', 'Summer': '201', 'Spring': '295'}	{'Daily': '293', 'Sport': '56', 'Leisure': '267', 'Night Out': '194', 'Business': '277', 'Evening': '200'}	Bergamot, Lavender, Peach, Ginger, Lemon, Mandarin orange	Pepper, Cedar, Freesia, Jasmine, Patchouli, Rosewood, Vetiver, Aniseed, Gardenia, Rose	Sandalwood, Tonka bean, Musk, Amber, Oakmoss, Vanilla, Benzoin, Coconut, Leather		https://media.parfumo.com/perfume_social/3c/3c80d4-allure-homme-eau-de-toilette-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Allure_Homme	1226
